ORIGINURI,ID,UUIDHISTORY,ISCOGROUPCODE,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED
http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,key_15172,"b151e09d-21b1-44e1-9718-7200a39a1cb4
58331577-c60e-48f0-bbe6-c7f5066938ab
74c1093c-54c6-4f2a-be7d-156330cbd39e",7233,7233.8,technicien d’engins agricoles/technicienne d’engins agricoles,"technicienne d'engins agricoles
technicien d'engins agricoles
réparatrice d'engins agricoles
technicienne d'engins d'exploitation agricole
réparateur d'engins agricoles
technicien d'engins d'exploitation agricole","Les techniciens/techniciennes d’engins agricoles assurent la maintenance, la révision et la réparation d’engins et d’équipements agricoles.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,key_15173,"f12feb7e-5f30-4185-adac-f0ad3e38ceeb
53403e15-946a-4393-8171-547f04f1aced
8b33d537-1885-45d9-8603-36b4a8662095",8331,8331.1,conducteur d’autobus/conductrice d’autobus,"conducteur de transport scolaire
conductrice de bus
conducteur de bus urbain et interurbain/conductrice de bus urbain et interurbain
conductrice d’autobus
chauffeuse de car
conducteur de transport scolaire/conductrice de transport scolaire
conducteur de bus urbain et interurbain
conductrice de transport scolaire
conducteur de car
conductrice de bus urbain et interurbain
conducteur de car/conductrice de car
chauffeur de bus
chauffeur de car/chauffeuse de car
conducteur d’autobus
conducteur de bus
chauffeuse de bus
chauffeur de car
conducteur de bus/conductrice de bus
chauffeur de bus/chauffeuse de bus
conductrice de car","Les conducteurs d’autobus conduisent des autobus ou des autocars, perçoivent le montant de la course et prennent en charge les passagers.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,key_15174,"e214e2ff-91d4-42d8-9bae-351cdd4309f1
dc49f99c-3c5d-459f-b0e8-c59b2e5ad26e
e534456f-93a7-48d4-8b9b-461f56047f46",1324,1324.3.2.22,responsable import-export de viandes et de produits à base de viande,,"Les responsables import-export de viandes et de produits à base de viande installent et maintiennent des procédures pour les activités transfrontalières, coordonnant les parties internes et externes.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,key_15175,"02ea2053-2fc2-46e3-923e-f40d6abb2185
9699477a-a682-4a70-8ac2-ab64a0161fb4
baad9880-c2c6-482c-9405-704364ff9b2e",2422,2422.12.8,chargé de mission logement/chargée de mission logement,"chargée de mission logement
chargé de mission logement","Les chargés de mission logement effectuent la recherche, l’analyse et l’élaboration de politiques de logement qui permettent à tous de pouvoir accéder à des logements abordables et adéquats. Ils mettent en œuvre ces politiques pour améliorer la situation de la population en matière de logement par des mesures telles que la construction de logements abordables, l’aide à l’achat de biens immobiliers et l’amélioration des conditions de vie dans les logements existants. Les chargés de mission logement collaborent étroitement avec des partenaires, des organisations extérieures ou d’autres parties prenantes et leur fournissent des mises à jour régulières.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,key_15176,"eaec226b-d568-46df-9ccb-8c63b1db9521
e8a4b58e-4b55-49a0-aa28-4907f180c5df
83e4ac1b-d120-469e-8210-d41d383d090a",3434,3434.1.1,chef cuisinier/cheffe cuisinière,"chef de cuisine
cheffe cuisinière
chef cuisinier
premier chef
cheffe de cuisine
responsable de la cuisine
première cheffe","Les chefs cuisiniers/cheffes cuisinières gèrent la cuisine pour superviser la préparation, la cuisson et le service des plats.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,key_15177,"c79e15ec-06fa-4725-8887-1c9b9402fee1
ccff24ca-65f1-45f0-97c3-ca405de2fbaf
c5bae062-a9d7-4997-926f-8410125b76c3",8131,8131.15,conducteur de machines de produits non tissés/conductrice de machines de produits non tissés,"conducteur de machines de produits non tissés
opérateur en fabrication de produits non tissés/opératrice en fabrication de produits non tissés
opératrice en fabrication de produits non tissés
conductrice de machines de produits non tissés
conducteur de ligne de produits non tissés
conducteur de ligne de produits non tissés/conductrice de ligne de produits non tissés
opérateur en fabrication de produits non tissés
conductrice de ligne de produits non tissés",Les conducteurs de machines de produits non tissés effectuent des opérations de traitement chimique de produits non tissés.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,key_15178,"3faf3699-5630-4844-a15c-a037a619346e
c43961b7-1b31-47a0-a8e8-6ff89dc89c04
0436257e-770f-4750-82a2-d6c5cf58a076",1345,1345.1.5,directeur d'établissement d'enseignement supérieur/directrice d'établissement d'enseignement supérieur,"directrice d'établissement d'enseignement supérieur
directeur d'établissement d'enseignement supérieur","Les directeurs d'établissement d'enseignement supérieur/directrices d'établissement d'enseignement supérieur gèrent les activités quotidiennes d’un établissement d’enseignement supérieur, tel qu’un centre d’enseignement supérieur ou un établissement d’enseignement professionnel. Les directeurs d'établissement d'enseignement supérieur/directrices d'établissement d'enseignement supérieur prennent des décisions concernant les admissions et sont responsables du respect des normes pédagogiques, qui facilitent la formation académique des étudiants. Ils/elles gèrent le personnel, le budget de l’établissement, les programmes sur le campus et supervisent la communication entre les services. Ils/elles veillent également à ce que l’établissement respecte les exigences nationales en matière d’éducation prévues dans le cadre de la législation.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,key_15179,"fe38e257-c131-4665-80bb-a13c43577d50
bfd2ee07-8ea4-4303-b3cc-d91b2f5e7034
f5145a4f-329d-48e5-9dd1-90093091d20c",3123,3123.1.13,superviseur de poseurs en isolation thermique/superviseuse de poseurs en isolation thermique,"superviseuse de poseurs en islation thermique
superviseur de poseurs en isolation thermique",Les autorités de surveillance de l’isolation surveillent les opérations d’isolation. Ils confient des tâches et prennent des décisions rapides pour résoudre les problèmes.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,key_15180,"9715ee2f-94ac-456d-b87e-a55fdcf2a141
db7280f0-239e-4ef6-973f-e09317c4a633
1cd37f16-0361-410d-b86e-9183fc728447",2149,2149.8,ingénieur démantèlement déconstruction/ingénieure démantèlement déconstruction,"ingénieur conception démantèlement/ingénieure conception démantèlement
ingénieure démantèlement déconstruction
ingénieure conception démantèlement
ingénieur conception démantèlement
ingénieur démantèlement déconstruction","Les ingénieurs démantèlement déconstruction/ingénieures démantèlement déconstruction étudient et planifient la manière optimale de démanteler des équipements industriels, des machines et des bâtiments arrivés en fin de vie. Ils/elles analysent les travaux nécessaires et programment les différentes opérations. Ils/elles donnent des instructions aux chefs d’équipe et supervisent leurs travaux.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,key_15181,"6a9bf5f0-10a0-4ee6-a862-264ea47cd36d
7e685c2c-1f94-480b-965e-6aa300a97d1e
6ad2e128-5be8-4959-9554-5e6617f09eda",3315,3315.3,chargé d’indemnisation en assurances/chargée d’indemnisation en assurances,"chargée d'indemnisation en assurances
chargé d'indemnisation en assurances","Les chargés d’indemnisation en assurances veillent à ce que toutes les créances d’assurance soient traitées avec exactitude et à ce que le paiement des créances valables soit effectué auprès des assurés. Ils utilisent les données statistiques et établissent des rapports pour calculer et ajuster les demandes selon les besoins, communiquer avec les preneurs d’assurance et les guider et surveiller l’évolution d’une créance.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,key_15182,"5e98bfd6-5f21-4842-87c5-9a6b86e27332
6c0d0b53-3016-4048-8d52-59bf38a5a0a5
a995355e-d462-43c6-b072-c9eb8d12bd1f",1223,1223.2.1.1,directeur artistique mode/directrice artistique mode,"directeur artistique habillement
directrice de collection habillement
directeur de collection habillement
directrice artistique habillement
responsable de collection habillement","Les directeurs artistiques habillement/directrices artistiques habillement définissent les concepts de produits qui sont compatibles avec les consommateurs ciblés et la stratégie globale de commercialisation. Ils/elles reçoivent des conclusions et des spécifications scientifiques afin de guider l’élaboration et la mise en œuvre de tous les concepts saisonniers et stratégiques pertinents, notamment la distribution par canal, le produit, les introductions de couleurs et les assortiments commercialisés. Ils/elles veillent à la réalisation et à l’exécution dans les limites du budget. Ils/elles gèrent et exécutent le cycle de vie de la gamme et de la catégorie de produits, de la détermination du concept aux ventes et à la distribution, la contribution aux études de marché et les tendances du secteur afin d’influencer les concepts de catégorie et les produits.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,key_15183,"56df1185-cbc7-4e26-be86-24ba03dcd42b
24f190b8-c83c-4258-b56f-b246315585c3
2bc5f782-e47d-4261-9572-bafdf43bb5ff",8131,8131.14,opérateur de production de nitroglycérine/opératrice de production de nitroglycérine,"séparateur de nitroglycérine/séparatrice de nitroglycérine
séparateur de nitroglycérine
opératrice de séparateur de nitroglycérine
séparatrice de nitroglycérine
opérateur de séparateur de nitroglycérine
opératrice de production de nitroglycérine
opérateur de production de nitroglycérine
opérateur de séparateur de nitroglycérine/opératrice de séparateur de nitroglycérine","Les opérateurs de production de nitroglycérine veillent au bon fonctionnement du séparateur par gravité (ou «séparateur densimétrique») utilisé dans le traitement des explosifs, en contrôlant la température et le débit de liquide, afin de séparer la nitroglycérine des acides utilisés.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,key_15184,"b96ab8e3-3541-4caf-80b8-aca758940c0c
5b453ae6-918a-480c-a124-7e61bfafbb95
70d0c44f-bf93-45b5-a3b4-d860a87fc8d9",2149,2149.5.1,ingénieur en biotechnologies de la santé/ingénieure en biotechnologies de la santé,"ingénieure en biotechnologies de la santé
ingénieur en biotechnologies de la santé","Les ingénieurs en biotechnologies de la santé/ingénieures en biotechnologies de la santé associent la connaissance des principes d’ingénierie et celle des conclusions biologiques pour le développement de traitements médicaux, de médicaments et de soins de santé en général. Ils/elles peuvent développer des solutions allant de l’amélioration des composants dans les médicaments conventionnels au développement des implants et au traitement des tissus.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,key_15185,"c12c1d1e-ed8a-4c13-924d-4e9d1a9d043b
00aaffae-f443-4fd0-be93-92d821ecc130
e0fb1fd5-a053-40da-aefc-d6bb0ff2384a",3412,3412.2,tuteur/tutrice,"tutrice
gérant de tutelle
gérante de tutelle
déléguée à la tutelle
délégué à la tutelle/déléguée à la tutelle
gérant de tutelle/gérante de tutelle
tuteur
délégué à la tutelle","Les tuteurs/tutrices apportent une assistance et un soutien juridiques aux enfants mineurs, aux personnes souffrant d’un handicap mental ou aux personnes âgées invalides dans leur vie personnelle. Ils/Elles peuvent gérer leurs biens, contribuer à la gestion de leurs finances au quotidien et les aider à répondre à leurs besoins médicaux ou sociaux.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,key_15186,"678a975b-3f2f-44c3-9e52-2e383c2ec9f4
cf74f1f9-5f1b-44ac-9d3c-fd2d6cfb5fdd
3df94f89-a660-4bf4-85da-2ad476cb296b",7318,7318.6,tisseur/tisseuse,"tisseuse
tisserande
tisseur
tisserand","Les tisseurs/tisseuses supervisent le processus de tissage sur des machines à tisser manuelles (de la soie à la moquette, du fil plat au Jacquard). Ils/elles veillent à l’état des machines et à la qualité des tissus, tels que les tissus d’habillement et les tissus à usage domestique ou technique. Ils/elles effectuent des travaux mécaniques sur des machines qui tissent les fils en tissus, tels que des couvertures, des tapis, des serviettes et des articles d’habillement. Ils/elles réparent les dysfonctionnements sur les métiers à tisser signalés par les tisseurs, et effectuent des opérations de contrôle sur les métiers à tisser.
	",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,key_15187,"b3c2ead8-a222-47b8-bc8d-ffc23b898ac6
53185b3a-13b0-41e7-bd22-f2fb8d3b7929
a6c69328-05cb-4bb0-a5eb-abdd9a89d1c1",7122,7122.4,carreleur/carreleuse,"aide carreleuse
mosaïste
carreleur chef d'équipe
carreleuse
carreleur
faïencière
faïencier
aide carreleur
carreleuse chef d'équipe","Les carreleurs/carreleuses installent des dalles sur les murs et les sols. Ils/Elles coupent les carreaux à la bonne taille et à la bonne forme, préparent les surfaces et posent les carrelages correctement. Ils/Elles peuvent également réaliser des travaux créatifs et artistiques, comme des mosaïques.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,key_15188,"f2157231-51d4-406f-9d53-6e2bcfc98df3
17c4941d-0bc8-44eb-a9e7-3fed304d1501
cb84e954-1f6e-49cc-b4e4-83b06e7bd6f0",1420,1420.4.38,gérant de magasin de chaussures et accessoires en cuir/gérante de magasin de chaussures et accessoires en cuir,"gérant de magasin de chaussures et accessoires en cuir
gérante de magasin de chaussures et accessoires en cuir
responsable de magasin de chaussures et accessoires en cuir",Les gérants de magasin de chaussures et accessoires en cuir/gérantes de magasin de chaussures et accessoires en cuir assument la responsabilité des activités et du personnel dans des magasins spécialisés.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,key_15189,"db93face-b7be-4292-8d95-868b2fa159f6
39566767-4c13-4b17-9b3c-f9194d610b9a
c7ccaeba-9960-48d5-92d8-2cb72782afa6",1439,1439.7,responsable d’organisateurs de voyages,"responsable de tour-opérateurs
gestionnaire d’organisateurs de voyages
responsable de voyagistes
gestionnaire de tour-opérateurs",Les responsables d’organisateurs de voyages sont chargés de la gestion des employés et des activités au sein des voyagistes liés à l’organisation de voyages à forfait et d’autres services touristiques.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,key_15190,"1ffa1544-7e66-4127-9aae-8f6945d7b627
32d56fa0-4568-49a6-8330-580eac03f764
317bd015-66ef-438c-9a7e-28429f8191e0",6123,6123.1,apiculteur/apicultrice,"productrice de miel
apiculteur
responsable de ruche
apicultrice
producteur de miel",Les apiculteurs/apicultrices supervisent la production et la prise en charge quotidienne des abeilles. Ils/Elles veillent à la santé et au bien-être des abeilles.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
