"ORIGINURI","ID","UUIDHISTORY","CODE","PREFERREDLABEL","ALTLABELS","DESCRIPTION","SCOPENOTE"
"http://data.europa.eu/esco/isced-f/0200","key_643","78c8979a-21f6-4c31-90b7-d755b1ce37a1
19cc51e9-7f57-40b9-8db4-c4c5bb151e4c","","arts and humanities not further defined","arts and humanities not further defined","",""
"http://data.europa.eu/esco/isced-f/021","key_644","90e9d6c9-0726-4d0c-afa2-9325cba602c8
b4cd9f5d-fff2-4e6f-94cc-ce476445a2d4","","arts","arts","",""
"http://data.europa.eu/esco/isced-f/0210","key_645","a57768ae-7d56-4ba7-b3ab-fcc76a1d3ef4
ce8e393b-d0f5-4f83-9d1d-9b46d522e952","","arts not further defined","arts not further defined","",""
"http://data.europa.eu/esco/isced-f/0211","key_646","2c1909fd-241c-4e1b-b2de-57f9dcff97c1
69552437-2356-4fd8-bda0-3897961493a3","","audio-visual techniques and media production","audio-visual techniques and media production","Audio-visual techniques and media production is the study of techniques and skills to produce books or newspapers, radio or TV production, film or video production, recorded music production and graphic reproduction. It includes programmes and qualifications in methods of colour reproduction, photography and computer graphics. Study of combining pictures, words and decorations in the production of books, magazines, posters, adverts etc. is also included.
Programmes and qualifications with the following main content are classified here:
Animation
Bookbinding
Camera operating
Compositing (printing)
Computer game production
Computer type-setting
Film and video production
Graphic design
Graphic reproduction
Illustration
Interactive media design
Media techniques
Multimedia production
Photography
Pre-press operations
Print finishing and binding
Printing
Publishing design, lay-out
Radio and TV production
Recorded music production
Sound techniques
Type-setting

=== Inclusions
Desktop publishing and lay-out are included here.

=== Exclusions
Programmes and qualifications in the use of specific software applications for desktop publishing and website development are excluded from this detailed field and included in detailed field 0611 'Computer use'.
Study of journalism (wording and content of messages) is excluded from this detailed field and included in detailed field 0321 'Journalism and reporting'.",""
"http://data.europa.eu/esco/isced-f/0212","key_647","d8b98d1f-e839-4cf9-8eae-1818cc4e6a03
0bb7fb7f-2d37-440f-a0ea-e1ac88e0c356","","fashion, interior and industrial design","fashion, interior and industrial design","Fashion, interior and industrial design is the study of creatively combining line, form and fabric in designing and constructing e.g. fashion garments, industrial products and interiors.
Programmes and qualifications with the following main content are classified here:
Costume design
Design of industrial products
Fashion design
Interior architecture
Interior design
Stage designing
Window dressing

=== Exclusions
Study of Building design is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
Study of Industrial design is excluded from this detailed field if emphasis is given to technical subjects and not to artistic design, and included in the appropriate detailed field under 071 'Engineering and engineering trades'.
Publishing design and graphic design are excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.",""
"http://data.europa.eu/esco/isced-f/0213","key_648","6010787f-b619-4d96-9252-aaa3f6eece6c
dcbc52f8-c7fd-4838-9d51-894175f3c18e","","fine arts","fine arts","Fine arts is the study of visual forms of creative expression, dealing with theory, history, techniques, performance and production in fine arts.
Programmes and qualifications with the following main content are classified here:
Art theory
Calligraphy
Etching
Fine art printmaking
History of art
Painting
Philosophy of art
Sculpture

=== Exclusions
Training in ceramics, pottery etc is excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
Study of architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
Teacher training in arts is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.",""
"http://data.europa.eu/esco/isced-f/0214","key_649","c8d1274e-a70d-4b43-bf23-74aa5a787dd8
9ba01d3b-55da-4221-a457-70e88f4074cc","","handicrafts","handicrafts","Handicrafts is the study of techniques and skills in a chosen craft, such as jewellery, pottery, weaving, woodcarving etc.
Programmes and qualifications with the following main content are classified here:
Ceramics
Crafts, folk arts and artisan
Decorative metal crafts
Indigenous crafts
Embroidery
Floristry (flower arranging)
Glass arts and craft
Goldsmithing
Jewellery
Making of musical instruments (not industrial)
Musical instruments (repairing and tuning)
Silversmithing
Stone carving (craft)
Weaving (craft)
Woodcarving

=== Exclusions
Study of industrial (large scaled mechanised) production of pottery, woven materials, embroidery etc. is excluded from this field and included in one of the detailed fields under broad field 07 'Engineering, manufacturing and construction'.",""
"http://data.europa.eu/esco/isced-f/0215","key_650","300c4b7c-227a-4a22-80f7-d723aad2a1c9
02de8bef-52d3-4184-878c-84846273e6f1","","music and performing arts","music and performing arts","Music and performing arts is the study of the principles and techniques associated with performance involving music, speech, movement, mime, characterisation, improvisation and stage craft.
Programmes and qualifications with the following main content are classified here:
Acting and directing
Ballet
Choreography
Circus
Composition (music)
Conducting (music)
Creative and performance art
Dance
Drama
History of film and theatre
History of music
Music
Music conducting
Musicology
Theatre/Theatre sciences

=== Inclusions
Study of music and performing arts history and theory is included here.

=== Exclusions
Teacher training in music and other performing arts is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.
022 Humanities (except languages)",""
"http://data.europa.eu/esco/isced-f/0219","key_651","cacd565d-73e9-4f86-87f1-fbf4a0a1e856
f528f6e6-a500-4e5d-a701-0d64fd157e04","","arts not elsewhere classified","arts not elsewhere classified","",""
"http://data.europa.eu/esco/isced-f/022","key_652","34b71411-2c3b-48ec-9260-ef73e30b04a6
69cad414-b2fe-40d5-a94b-059f973ef658","","humanities (except languages)","humanities (except languages)","",""
"http://data.europa.eu/esco/isced-f/0220","key_653","1d30d0d9-65d3-4696-b6e3-03732dffe18b
cfe8577d-89df-4897-b47d-0f32de638aea","","humanities (except languages) not further defined","humanities (except languages) not further defined","",""
"http://data.europa.eu/esco/isced-f/0221","key_654","a8cc05ff-109e-4ba0-b290-a8db7e0aab2a
e8a01f5a-923a-4d7e-ba6e-c66a7d90a16f","","religion and theology","religion and theology","Religion and theology is the study of religious beliefs, concepts, symbols, expressions and texts of spirituality.
Programmes and qualifications with the following main content are classified here:
Religious history
Study of sacred books
Study of different religions
Theology

=== Inclusions
Included in this detailed field are programmes for children and young people, usually given in religious schools or seminars, in monasteries etc., aiming to develop an interest in the tenets of their religion and sufficient familiarity with its philosophy to assist in the propagation of their faith.

=== Exclusions
Basic programmes given in religious schools, seminars etc. containing religious instruction but not emphasising it or leading to a religious vocation, are excluded from this detailed field and included in 0011 'Basic programmes and qualifications'. Islamic sharia programmes and qualifications are excluded from this detailed field and included in detailed field 0421 'Law'.",""
"http://data.europa.eu/esco/isced-f/0222","key_655","bd669e7c-707c-468e-acf4-3689a4fe197c
61831eef-b8fd-4342-878d-5ba0abab4f03","","history and archaeology","history and archaeology","History is the study of past events, especially the political, social and economic development of a country, a continent or the world. History of medicine is classified here, likewise the study of history of science and ideas. Archaeology is the study of ancient civilisations by scientific analysis of what is found in the ground.
Programmes and qualifications with the following main content are classified here:
Archaeology
Cultural history
Folklore studies
History
History of literature
History of medicine
History of science and ideas
History of technology

=== Inclusions
Restoration and preservation of artistic heritage are included here.

=== Exclusions
Study of literature combined with study of a specific language is excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.
Study of classical languages (Latin etc.) is excluded from this detailed field and included in detailed field 0231 'Language acquisition'.
Study of History of art is excluded from this detailed field and included in detailed field 0213 'Fine arts'.
Study of Music and performing arts history is excluded from this detailed field and included in detailed field 0215 'Music and performing arts'.
Study of Economic history/history of economics is excluded from this detailed field and included in detailed field 0311 'Economics'.",""
"http://data.europa.eu/esco/isced-f/0223","key_656","360885a4-15ce-4f2f-8383-2f6025373240
97e701b3-e8b4-4329-9ac2-ed00a1b32c45","","philosophy and ethics","philosophy and ethics","Philosophy and ethics is the study of philosophy, ethics and related subjects dealing with the conception of life.
Programmes and qualifications with the following main content are classified here:
Ethics
Logic
Morals
Philosophy

=== Exclusions
Study of religion is excluded from this detailed field and included in detailed field 0221 'Religion'.
Study of Philosophy of arts is excluded from this detailed field and is included in detailed field 0213 'Fine arts'",""
"http://data.europa.eu/esco/isced-f/0228","key_657","9bf6c652-f2e7-4e94-9c9f-77cc53329263
bedb5a1f-6531-4003-bfe4-fb9cac20f1cf","","inter-disciplinary programmes and qualifications involving humanities","inter-disciplinary programmes and qualifications involving humanities","",""
"http://data.europa.eu/esco/isced-f/0229","key_658","a6f35b76-17a8-49cc-a441-690a8f998933
c126f890-d177-4f4c-a455-48af5a80235a","","humanities (except languages) not elsewhere classified","humanities (except languages) not elsewhere classified","",""
"http://data.europa.eu/esco/isced-f/023","key_659","ab3a77e6-6a60-47a8-8903-89ecb73acb5f
6a9e256b-ba9d-4305-8c07-f35662c55529","","languages","languages","",""
"http://data.europa.eu/esco/isced-f/0230","key_660","81fd1a42-8705-4ca3-9aa6-1bd7636308bc
148fb66b-3a5a-40a0-b16b-950abcec010b","","languages not further defined","languages not further defined","",""
"http://data.europa.eu/esco/isced-f/0231","key_661","9cf11efe-71af-4f15-b006-0a6069f3b6cc
e9f612b0-a097-44d4-a585-c681df726179","","language acquisition","language acquisition","Language acquisition is the study of the structure and composition of languages taught as second or foreign languages (i.e. that are intended for non-native or non-fluent speakers of the language). It includes the study of related cultures, literature, linguistics and phonetics if related to the specific language being acquired and forms part of the same programme or qualification. Classical or dead languages are included here as it is assumed there are no native speakers of the language and hence the manner of teaching and the content of the curriculum are more similar to the teaching of foreign languages.
Programmes and qualifications with the following main content are classified here:
Classical languages
Exogenous languages
Foreign languages
Interpretation
Phonetics
Second languages, for example English as a second language
Sign language
Sign language interpreting
Translation

=== Inclusions:
Language and linguistics studies are included here if the linguistics are related to a specific language or languages being acquired and forming part of the same programme or qualification. Translation and interpretation are included here.

=== Exclusions:
The study of the mother tongue or first language (i.e. that are intended for native, fluent or competent speakers of the language), even if this language is not a national language of the country of study (e.g. programmes for immigrants learning their mother tongue) are excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.",""
"http://data.europa.eu/esco/isced-f/0232","key_662","d49935bf-aef1-4660-9808-e22f6f2514fc
d0cd89f5-76f9-46fa-9d05-d0a50e68d544","","literature and linguistics","literature and linguistics","Literature and linguistics is here defined as the study of language(s) intended for native, fluent or competent speakers of the language. It includes the study of related literature and linguistics and may or may not include the structure and composition of the language.
Programmes and qualifications with the following main content are classified here:
Creative writing
First language
Indigenous languages
Linguistics
Literature
'Mother tongue' languages
Native first languages

=== Inclusions
Languages taught as the first language ('mother tongue'), even if the language is not the national language of the country of study (e.g. programmes for immigrants in their home or first language) are included here. Local and regional languages are included here if they are first languages spoken by a significant minority in the country and are intended for at least competent speakers of the language.
Study of comparative literature is included here. Study of general linguistics (not related to the study of a particular language) is included here. Study of literature in general (not combined with study of a special language) is included here.

=== Exclusions
Language programmes are excluded from this detailed field if the language is taught as a foreign or a second language, and are then included in 0231 'Language acquisition'.
Programmes in literacy and numeracy are excluded from this detailed field and included in detailed field 0021 'Literacy and numeracy'.
Sign language programmes are excluded from this detailed field and included in detailed field 0231 'Language acquisition'.",""
"http://data.europa.eu/esco/isced-f/0239","key_663","76f24c4e-b55d-48e9-822f-c50a5347685e
73ab4ef4-53eb-499f-8646-f763260cfdab","","languages not elsewhere classified","languages not elsewhere classified","",""
"http://data.europa.eu/esco/isced-f/028","key_664","72bfa57f-da33-42b7-ab74-bb315b1a6473
3ac0dafa-2aa3-41b6-9575-d08759b85e37","","inter-disciplinary programmes and qualifications involving arts and humanities","inter-disciplinary programmes and qualifications involving arts and humanities","",""
"http://data.europa.eu/esco/isced-f/0288","key_665","d179cd55-e605-4c86-ad0d-59a7e2959e10
0d8c45c9-230a-4ee4-9bc4-db090e5f221d","","inter-disciplinary programmes and qualifications involving arts and humanities","inter-disciplinary programmes and qualifications involving arts and humanities","Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to arts and humanities are classified here.",""
"http://data.europa.eu/esco/isced-f/029","key_666","c16a0870-8601-42e5-b25d-5a7d0e40192b
8d8a94a6-4f75-4aff-98a7-8a7da0e59145","","arts and humanities not elsewhere classified","arts and humanities not elsewhere classified","",""
"http://data.europa.eu/esco/isced-f/0299","key_667","fabc08ce-cef8-4eae-bc3f-d7617aa3f2aa
d9050d04-ff8c-44b8-b100-87b9074a7c3e","","arts and humanities not elsewhere classified","arts and humanities not elsewhere classified","",""
"http://data.europa.eu/esco/isced-f/03","key_668","208db8d0-b8dc-4bc3-b76b-ff7cc0136523
b64743ba-56a8-4005-82d4-c7e001154c84","","social sciences, journalism and information","social sciences, journalism and information","",""
"http://data.europa.eu/esco/isced-f/030","key_669","567f166e-ff93-443e-b6a0-56a37c35a964
4c7704e7-b754-403b-896e-1919901f557f","","social sciences, journalism and information not further defined","social sciences, journalism and information not further defined","",""
"http://data.europa.eu/esco/isced-f/0300","key_670","8dbb2c61-0ea4-444c-95de-a4b5eee3eda0
82246bb8-2d5d-4231-819d-65a013523858","","social sciences, journalism and information not further defined","social sciences, journalism and information not further defined","",""
"http://data.europa.eu/esco/isced-f/031","key_671","ef5c7184-04d5-44db-9866-d030aeca6fbd
acb4a9e2-3a9c-4856-aaa7-68d38c32d7a4","","social and behavioural sciences","social and behavioural sciences","",""
"http://data.europa.eu/esco/isced-f/0310","key_672","491ff050-ca18-4024-8d2f-d7463daa7d02
317a5207-0082-4662-b20f-674e7150b026","","social and behavioural sciences not further defined","social and behavioural sciences not further defined","",""
"http://data.europa.eu/esco/isced-f/0311","key_673","2ca85ac4-f0d2-4992-95bb-a787788149ef
3a6a02d5-39df-453c-a42d-1849afdb03f5","","economics","economics","Economics is the study of economic policy, economic theory and economic decisionmaking.
Programmes and qualifications with the following main content are classified here:
Econometrics
Economic history
Economics
Political economics

=== Exclusions
Study of economics where emphasis is given to business studies is excluded from this detailed field and classified under 041 'Business and administration'. Study of home economics is excluded from this detailed field and included in the detailed field 1011 'Domestic services'.",""
"http://data.europa.eu/esco/isced-f/0312","key_674","5c3495f1-9785-41fd-bc09-0be1934836d4
64e38f83-5cf7-498b-a14d-b42838394202","","political sciences and civics","political sciences and civics","Political sciences and civics is the study of government and political principles or practice. The study of the rights and duties of the citizens are included here.
Programmes and qualifications with the following main content are classified here:
Civics
Human rights
International relations
Peace and conflict studies
Political history
Political science
Public policy studies

=== Exclusions
Study of political economics is excluded from this detailed field and included in the detailed field 0311 'Economics'.",""
"http://data.europa.eu/esco/isced-f/0313","key_675","4cf53de1-3d68-4d94-83eb-c8555eafa434
f301fac8-7f28-40c2-86cb-594b47f258db","","psychology","psychology","Psychology is the study of the human mind and behaviour as a result of individual differences, experience and environment.
Programmes and qualifications with the following main content are classified here:
Cognitive science
Psychoanalysis
Psychology
Psychotherapy",""
"http://data.europa.eu/esco/isced-f/0314","key_676","fda2e48f-785e-4e72-a556-5c1b9a639d94
e813a331-1daa-4f0d-be33-ad724aa9f1d4","","sociology and cultural studies","sociology and cultural studies","Sociology and cultural studies is the study of human beings and the way they behave in groups and in relation to society. The study of ethnology and social anthropology are included here, likewise the study of human and social geography.
Programmes and qualifications with the following main content are classified here:
Criminology
Cultural geography
Cultural studies
Demography/population studies
Ethnology
Gender studies
Social anthropology
Sociology

=== Exclusions
Social welfare where emphasis is given to practical social work is excluded from this detailed field and included in detailed field 0923 'Social work and counselling'.
Physical geography is excluded from this detailed field and included in detailed field 0532 'Earth science'.",""
"http://data.europa.eu/esco/isced-f/0319","key_677","3c6e81e3-bb77-40ec-b6cc-43990a88c707
c3926ac5-574a-4bae-aa7b-e870ff7857b1","","social and behavioural sciences not elsewhere classified","social and behavioural sciences not elsewhere classified","",""
"http://data.europa.eu/esco/isced-f/032","key_678","4846695d-2d07-414e-9946-2a76bdda7d9d
8aff78ba-8ac5-40d7-8ee8-7c0a3b560ddb","","journalism and information","journalism and information","",""
"http://data.europa.eu/esco/isced-f/0320","key_679","24abdec2-0ad6-44d2-90e7-dba7753dab43
ff4688dd-4f7c-40ba-9f46-bd46f8afd146","","journalism and information not further defined","journalism and information not further defined","",""
"http://data.europa.eu/esco/isced-f/0321","key_680","96ddf637-0b0c-4e2d-a8e4-50450322aab9
02dba9e2-0848-4293-9a20-2cc3b5a0d872","","journalism and reporting","journalism and reporting","Journalism and reporting is the study of the theory and practices of journalism/reporting as part of the field of mass communication. Journalism and reporting is about the wording and content of messages. It comprises news reporting, writing commentaries and feature stories of public interest etc.
Programmes and qualifications with the following main content are classified here:
Broadcast journalism
Editing
Information (wording and content)
Journalism
Mass communication (wording and content)
News reporting

=== Exclusions
Study of techniques for mass communication (e.g. printing and radio/TV production) is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of lay-out and publishing design is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of public relations is excluded from this detailed field and included in detailed field 0414 'Marketing and advertising'.",""
"http://data.europa.eu/esco/isced-f/0322","key_681","2224c7cb-e368-47a4-b270-15f2f8931fc5
28679124-db7e-4ea6-969a-6210a759874c","","library, information and archival studies","library, information and archival studies","Library, information and archival studies is the study of the methods of selecting, acquiring, organizing and storing collections of information, and facilitating the use of information. Museum and library studies are included here.
Programmes and qualifications with the following main content are classified here:
Archival sciences
Curatorial studies
Documentation
Information science
Library studies
Museum documentation
Museum studies
Museology

=== Exclusions
Restoration and preservation of artistic heritage are excluded from this field and included in field 0222 'History and archaeology'.",""
"http://data.europa.eu/esco/isced-f/0329","key_682","3397ec0a-c138-4d55-8b3c-591c132f2efe
56260fe4-2779-4056-9c9e-742bd55a8eb1","","journalism and information not elsewhere classified","journalism and information not elsewhere classified","",""
"http://data.europa.eu/esco/isced-f/038","key_683","55e67d0d-86b7-4526-a4ca-a2a69d4d038e
ad79965e-3b89-4bf8-be43-393873624f51","","inter-disciplinary programmes and qualifications involving social sciences, journalism and information","inter-disciplinary programmes and qualifications involving social sciences, journalism and information","",""
"http://data.europa.eu/esco/isced-f/0388","key_684","380ba2d2-d893-4fc9-9e91-6caed6cf449f
eb7e3825-1cda-415a-a851-52914daa2b0c","","inter-disciplinary programmes and qualifications involving social sciences, journalism and information","inter-disciplinary programmes and qualifications involving social sciences, journalism and information","Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to social sciences, journalism and information are classified here.",""
"http://data.europa.eu/esco/isced-f/039","key_685","f8bf3faa-ea9b-478c-9087-4ea00268e000
c4b11aa8-fac5-46f2-a913-2b0f62359cb4","","social sciences, journalism and information not elsewhere classified","social sciences, journalism and information not elsewhere classified","",""
"http://data.europa.eu/esco/isced-f/0399","key_686","de186bbb-9f7b-474f-89cd-eb72e936f870
259a74fe-d42e-4757-9e26-a94d43518522","","social sciences, journalism and information not elsewhere classified","social sciences, journalism and information not elsewhere classified","",""
