"ID","ORIGINURI","UUIDHISTORY","OCCUPATIONGROUPCODE","CODE","DEFINITION","SCOPENOTE","REGULATEDPROFESSIONNOTE","OCCUPATIONTYPE","ISLOCALIZED","PREFERREDLABEL","ALTLABELS","DESCRIPTION"
"6877bbf5d5acfeeb0c5824b5","http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7","6eaf9603-e569-43b9-b94f-898beddfd156
c789a529-6536-467b-855b-e5ea97e81396
ef4a246b-ee62-4b4f-b74d-d13baeb6a2d3
5db5f43a-b2d6-487f-85ba-f2685e3e44ec
0f93b439-df31-4c09-b29e-6d4580b69c62
ab0cdc73-4ff8-480d-ab6c-a0aa107b1980","0110","0110.8","","Includes:
- battalion commander
- wing commander","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","colonel","wing commander
colonel
lieutenant colonel
battalion commander
war ship captain
division chief of staff
unit commander (combat units only)
battalion second in command
brigade chief of staff
military commander
brigade commander/general officer commanding (goc)
saaf squadron second in command (saaf only)
division commander/general officer commanding (goc)
unit second in command (combat units only)
saaf squadron commander (saaf only)
regiment second in command
regiment commander
war ships executive officer / first lieutenant","Colonels serve in the staff of a military commander, and function as primary advisers in operational and strategic decision-making to senior officers."
"6877bbf5d5acfeeb0c5824b6","http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43","3559a993-5e57-465c-99ba-f0187937eb57
f05d056f-9c8f-4af9-9af0-be75df017d0e
26ad2217-e2b1-44d3-895c-264a6695cc0f
7a146b51-bdeb-463d-9c28-0359d8dd2102
b916dfb9-236f-4b8e-b20a-0e9def8d6dda
e7173c2d-5d2e-4157-bfb1-82da994caac3","0110","0110.9","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","fleet commander","deputy chief of naval staff
navy commander
commander of fleet
fleet commander
naval commander
royal navy commander
war ship captain
division chief of staff
unit commander (combat units only)
battalion second in command
brigade chief of staff
battalion commander
military commander
brigade commander/general officer commanding (goc)
saaf squadron second in command (saaf only)
division commander/general officer commanding (goc)
unit second in command (combat units only)
saaf squadron commander (saaf only)
regiment second in command
regiment commander
war ships executive officer / first lieutenant","Fleet commanders ensure that naval vessels are ready for inclusion in operations, and are maintained in compliance with rules and regulations. They also supervise naval personnel and are responsible for the operations of the naval service."
"6877bbf5d5acfeeb0c5824b7","http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f","5e91f099-452a-492c-ae13-8d8c56e0b8f4
d82a1763-d59f-4aef-ae66-c4c44ff10be1
96a2b2db-f7d0-417e-8354-a05bc7c5244c
5bcb120f-249c-44ee-b230-c0d6ded1f8a1
ca848e5a-3f2f-4f69-aefb-e05350d109cd
ae5c01b9-2b64-4578-b6aa-304f8595b092","0210","0210.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","army corporal","special forces corporal
regimental corporal
corporal
lance corporal
batallion corporal
master corporal
army corporal
royal marines corporal
armed forces corporal","Army corporals supervise sections of soldiers and perform instruction duties. They also command equipment such as heavy machinery and weaponry."
"6877bbf5d5acfeeb0c5824b8","http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031","ad701857-9dda-41a4-9ee7-0d80c87cc20d
dc269eb1-7d2f-4ecd-b38b-2939d6794b8c
a8845dd5-5e30-464e-8cdb-63801cfdf518
850c3dbb-fb16-47e7-8159-5744e11f1c43
276a8afb-739e-4cfb-a3cb-feb848046559
7004cde5-a6c0-4b91-bf6e-c1395e8fe2b8","0210","0210.2","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","sergeant","station sergeant
drill sergeant
police sargeant
lance sergeant
warrant officer
ordnance sergeants
commissary sergeant
adjutant
army sargeant
quartermaster sergeant
colour sergeant
petty officer
sergeant
staff sergeant
chief petty officer
chief non-commissioned officer
war ship captain
division chief of staff
unit commander (combat units only)
battalion second in command
brigade chief of staff
battalion commander
military commander
brigade commander/general officer commanding (goc)
saaf squadron second in command (saaf only)
division commander/general officer commanding (goc)
unit second in command (combat units only)
saaf squadron commander (saaf only)
regiment second in command
regiment commander
war ships executive officer / first lieutenant","Sergeants command squads as a second in command. They allocate tasks and duties, supervise equipment, and ensure proper training of staff. They also advise commanding officers and perform support duties."
"6877bbf5d5acfeeb0c5824b9","http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4","3ec18001-118b-40a7-a2e9-fc0a4a76aa7e
f011e674-44bb-487c-b989-dd07a0696f80
03aaa40f-2279-4602-9983-b8a5f7728bf9
10126e8e-2ef1-454a-81e3-fe426b1da0e2
1da0013b-6dc2-4f74-b049-681860a82e82
ca68bdd4-1136-4810-bef3-cb5fe04863b1","0210","0210.3","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","special forces officer","rapid response operative
counter-insurgency officer
air force officer
airborne operations officer
commando
special forces officer
unconventional warfare officer
marine
counter-terrorism officer
spec forces warrant officer/sergeant major
spec forces staff officer operations (so ops)
branch warrant officer (branch wo)
spec forces operations officer (ops off)
group warrant officer (gp wo)
spec forces specialist
spec forces course warrant officer (course wo)
commando warrant officer (comdo wo)","Special forces officers operate in specialised missions such as counter terrorism missions. They perform combat and intelligence missions in order to impede with enemy equipment and installations, and to gather information on enemy strategy and movement."
"6877bbf5d5acfeeb0c5824ba","http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4","c9b58587-e165-46b4-bba5-11c0eb1505a4
3de8a1c9-504d-4d55-869a-57b612860690
fe9ad581-230a-4382-8263-8efc7ee3b426
2fa71417-2447-458c-af0d-fdb530421aac
25b82e6e-97fc-4f90-9652-aa2fc2e7f305
a1d50efd-9310-4a0b-8103-5274233e0440","0210","0210.4","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","warfare specialist","warfare specialist
electronic warfare operator
surveillance operator
defence specialist
defence analyst
electronic warfare specialist
vetting specialist
intelligence coordinator manager
intelligence officer
defence intelligence analyst
military intelligence officer
information strategist
criminal intelligence analyst","Warfare specialist perform strategic duties, such as making tactical decisions, detecting and identifying potential threats, and locating targets and objectives. They communicate with their and other teams to ensure the efficiency of the operation, and also oversee the safety of the team."
"6877bbf5d5acfeeb0c5824bb","http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802","c08eec77-6f4b-4da2-942c-6a4e85003c07
68ae79dd-bb58-49c0-b681-15c9dab9e927
b5070bb1-2188-4a32-a1be-9d18b62ba074
4e5abf28-7f04-4a34-a09b-9be8168087f1
57c803ce-61fd-4af7-9562-e037d53074ab
a63a40a6-8289-4476-be8d-2343f89b239c","0310","0310.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","air force pilot","military pilot
navy pilot
armed forces pilot
naval pilot
air force pilot
aircrew pilot
military aircraft driver
aeroplane pilot
airline captain
aerial topdressing contractor
military transport pilot
fighter pilot
aerial spraying contractor
aircraft captain","Air force pilots operate aircrafts in combat missions, patrol missions, or search and rescue missions. They ensure aircraft maintenance, and communicate with air force bases and other vessels to ensure safety and efficiency in operations."
"6877bbf5d5acfeeb0c5824bc","http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996","d944258b-3ef9-4087-9548-935a5f048f81
276d1759-29cc-4a0d-b546-c0ba9a6075aa
16feefda-6fe8-48e2-9b8b-13a783cfc751
4c9646c0-9af0-4a4f-adeb-d9ddf857542e
cd33fb92-0e02-4c32-b569-21c36c03c96e
1a0cb2d2-739f-4e74-a36a-fe50add49fea","0310","0310.2","","Includes:
- marine minesweepers
- people working underwater","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","bomb disposal technician","bomb disposal technician
bomb disposal expert
bomb disposal officer
armed forces soldier
sapper
mine disposal technician
minesweeper
ordnance technician
incident response constable
law enforcement officer
bomb squad officer
prosecutions constable / officer / sergeant
mounted police officer
relief sergeant
constable (saps)
inquests constable / officer
crime scene coordinator / officer
metro police officer
threat assessment officer
gang intelligence officer
police community officer
police dog training instructor
search and rescue officer
rural sergeant
police station sergeant
police station control manager
non - commissioned police official
police patrolman / woman
tactical response group officer
neighbourhood support coordinator
crime services manager
motor vehicle crime coordinator
services desk officer / public reception constable
police surveillance officer","Bomb disposal technicians search areas using special equipment such as metal detectors, or using trained animals, for the presence of land mines and bombs, and remove the explosive materials according to safety regulations. After the search for and location of mines and bombs, they disarm them aiming to avoid any risk of detonation, and ensure the area is cleared before disarming and removal procedures."
"6877bbf5d5acfeeb0c5824bd","http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3","32b54fc4-4959-4b87-8293-ae83d1061f0f
97fa71aa-9819-4df8-b7b4-83bc36227983
756ecc55-e354-44e0-ba4c-06a885a30700
2e73e8f1-9c94-4e6c-8428-fb0f6373fcc5
b13ac0f7-130a-4369-b327-9928f1a4a642
19f24575-0279-4b9b-bd4e-a55bfcdbe1ad","0310","0310.3","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","infantry soldier","foot soldier
military ranger
infantryman
army soldier
sniper
rifleman
infantry soldier
infantry officer","Infantry soldiers fight in combat missions or provide aid in peacekeeping missions and other humanitarian services. They handle weapons and provide defence services where they are required, and attempt to complete missions while causing minimal harm."
"6877bbf5d5acfeeb0c5824be","http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff","50b1ec47-7f3f-4e61-a95e-763362cc4d7b
c469433f-7b07-4d09-a103-2c395228e60f
e94ac76e-1b02-492c-8845-c8e35244dbf1
c0efe802-017b-43f4-ba45-a0578d56cecd
4a8fb95a-ad9f-4ea6-b432-b207ce050097
e249fad4-5ca0-47c6-823b-1b1363c75506","0310","0310.4","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","intelligence communications interceptor","signal intelligence voice interceptor
communications intelligence intercept operator
communications interceptor, intelligence analyst
communications interceptor
electronic intelligence intercept operator
intelligence intercept operator
military intelligence communications interceptor
intelligence communications interceptor
communications locator
vetting specialist
intelligence coordinator manager
intelligence officer
defence intelligence analyst
military intelligence officer
information strategist
criminal intelligence analyst","Intelligence communications interceptors work in the air force in the development of intelligence in places like headquarters and command posts. They search and intercept electromagnetic traffic transmitted in different languages."
"6877bbf5d5acfeeb0c5824bf","http://data.europa.eu/esco/occupation/555235ce-8c45-409b-a6c9-83e69c2d2bce","9e421451-4fa4-4c9c-b823-e8d1d4e46a0f
d8e85e78-3036-4853-9ee9-8fb1c6827b96
2fa7f370-6af3-440d-9a6e-26443561f769
0ad0696d-c80d-4cfd-96d9-4f4b921154b5
e8ab4759-a5d6-4ec3-9a90-095788ddbfa8
16b96d4d-e754-46e4-8894-f2d70a954b9f","0310","0310.5","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","military engineer","defence technology engineering adviser
ballistics engineer
defence technology engineering consultant
army engineer
defence engineering expert
defence technology engineer
weaponary developer
army engineer officer
defence engineering consultant
combat technician
military engineer
defense engineer
field engineer
defence technology engineering specialist
defence engineering adviser
defence engineering specialist
combat engineer
defence technology engineering expert
defence technician
instrument engineer (defence industry)
defence industry armament engineer","Military engineers perform technical and scientific functions in the military, such as the development of concepts for military technical equipment, support of the manufacturing of military equipment, and technical research, maintenance, and quality assurance."
"6877bbf5d5acfeeb0c5824c0","http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f","fac47b77-2a04-4afc-8553-b79fa09af286
3ba45bce-5fc9-4e03-b3a3-b8ba259c772c
576da681-173c-44fb-a755-a1944667b036
54d975ec-ae65-4485-81a3-99abc78e4e12
6155d7e9-974c-4540-8c55-fde8c9c327e1
81c2c6f2-031a-4120-ae41-0c08dface80b","1111","1111.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","city councillor","local government councillor
local councillor
councillor
county councillor
elected representative
city councilor
cabinet member
town councillor
city councillor
mayor
ward committee member
member of mayoral committee
local or provincial government legislator
speaker (local or provincial government)
member of the council of provinces
premier
member of executive council (mec)
community board member","City councillors represent residents of a city in the city's council and perform local legislative duties. They examine the concerns of the residents and respond to them in an appropriate manner, and represent their political party's policies and programs in the city council as well. They communicate with governmental officials to ensure the city and its agenda are represented and supervise all operations which fall under the city council's responsibility."
"6877bbf5d5acfeeb0c5824c1","http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727","c5828ed6-8956-4e00-abeb-e4bd81506c5a
1907704c-f0c4-4f72-86eb-b584ca5fbff5
1cc17ce9-238a-4ad9-adb6-918fc34a6ffa
db16acef-2796-4723-af5e-666f4ec31c8c
a392fbd5-021c-42a5-986d-c501f933564f
8be482a7-2b20-482b-a8ba-7e51a56ff1e7","1111","1111.2","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","government minister","minister of state
secretary of state
government minister
assembley minister
prime minister
minister
member of parliament
speaker (parliament)
cabinet minister
state secretary
deputy president
member of cabinet
parliamentarian
chief whip
president","Government ministers function as decision-makers in national or regional governments, and head government ministries. They perform legislative duties and supervise the operation of their department."
"6877bbf5d5acfeeb0c5824c2","http://data.europa.eu/esco/occupation/d63789ac-74b5-40e3-b890-685513c38e12","82d6e867-ec01-479c-93e0-306076004888
b015ca9a-8607-4d23-a52f-eac85e91b57d
839232d9-d743-4ddb-8d83-7803af9cd595
6a39b4f1-cbeb-4abe-9906-fea4ff386bfc
0bdfb482-7159-40da-ac7e-5ef3b786af19
594ff3ff-a13f-497b-bb53-18a5df182a26","1111","1111.3","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","governor","state governor
provincial governor
prefect
regional governor
viceroy
governor
mayor
ward committee member
member of mayoral committee
local or provincial government legislator
speaker (local or provincial government)
member of the council of provinces
premier
councillor
member of executive council (mec)
community board member","Governors are the main legislators of a nation's unit such as a state or province. They supervise staff, perform administrative and ceremonial duties, and function as the main representative for their governed region. They regulate local governments in their region."
"6877bbf5d5acfeeb0c5824c3","http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd","f14dff13-ae88-49ec-9605-602a93c428c4
ec3ec5a3-3873-4904-8882-dab25e9873e1
66f5cf4d-96e4-46ea-b006-418a4b38524d
8743b6e5-426a-4b4b-b101-7966cc9a00f0
b7ff389d-48b4-4922-904d-8d2120e679b0
a49b4391-e2bf-44e5-ac34-f291b15a636a","1111","1111.4","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","mayor","cabinet leader
lord mayor
lady mayoress
mayor
civic leader
leader of the council
council leader
mayoress
ward committee member
member of mayoral committee
local or provincial government legislator
speaker (local or provincial government)
member of the council of provinces
premier
councillor
member of executive council (mec)
community board member","Mayors chair their jurisdiction's council meetings and act as main supervisor of the local government's administrative and operational policies. They also represent their jurisdiction in ceremonial and official events and promote activities and events. They, together with the council, hold the local or regional legislative power and oversee development and implementation of policies. They also supervise staff and perform administrative duties."
"6877bbf5d5acfeeb0c5824c4","http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da","34f43b3d-a56b-4390-8879-1fefeba6e489
b094a0d9-415d-4ed5-ac79-249046735967
a0a3c44f-8a55-49b7-825c-6e8ac7dd5b3e
625dc4e6-8e37-4bc5-a419-70410e481a5e
74ef21cc-b666-4a53-ab05-0ddb727352ca
0628b2f9-cbd7-4550-b59a-caa40c4a257e","1111","1111.5","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","member of parliament","assembly member
legislative member
member of european parliament
member of parliament
speaker (parliament)
cabinet minister
state secretary
deputy president
government minister
member of cabinet
parliamentarian
chief whip
president","Members of parliament represent their political party's interests in parliaments. They perform legislative duties, developing and proposing new laws, and communicate with government officials to assess current issues and government operations. They oversee the implementation of laws and policies and function as government representatives to the public to ensure transparency."
"6877bbf5d5acfeeb0c5824c5","http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9","02189985-c09d-4d8a-99cc-f558d78cf6cc
5907622d-3036-4d43-982f-f1e753dca265
db19986c-626d-4d02-b4bc-782d4be4ada3
af8ae0b9-b7d2-4daa-86e8-8c8077e8f4c3
c039e5f4-f4a2-4159-adf3-7b94dc35270b
f4781439-4221-4c2a-bfef-1f58c702af4f","1111","1111.6","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","secretary of state","state secretary
senior minister
under secretary of state
secretary of state
minister of state
undersecretary of state
speaker (parliament)
cabinet minister
deputy president
government minister
member of cabinet
parliamentarian
chief whip
president","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties."
"6877bbf5d5acfeeb0c5824c6","http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717","61e99007-731d-4436-a135-7cddfe7fd163
ad4dae2a-d458-45b7-a5ad-d4a1fe0b39c3
5b99c32f-5322-4aee-98ae-de2758a87e23
db71e9cb-88f1-46da-8dc5-44035da8eb7d
192ef14b-d941-4e11-a119-d6aa3cbe7722
4e9f88d4-ba79-4ada-a544-7046eadde7c0","1111","1111.7","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","senator","senator
speaker (parliament)
cabinet minister
state secretary
deputy president
government minister
member of cabinet
parliamentarian
chief whip
president","Senators perform legislative duties on a central government level, such as working on constitutional reforms, negotiating on bills of law, and settling conflicts between other governmental institutions."
