"ID","ORIGINURI","UUIDHISTORY","CODE","CREATEDAT","UPDATEDAT","SCOPENOTE","PREFERREDLABEL","ALTLABELS","DESCRIPTION"
"687671b2ebd2bf665349a3ec","http://data.europa.eu/esco/isced-f/0321","841305b7-9891-4614-99da-d6a6112f99e7
a22047d9-ada2-460d-b0e3-563b66d1e521
96ddf637-0b0c-4e2d-a8e4-50450322aab9
02dba9e2-0848-4293-9a20-2cc3b5a0d872","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","periodismo y redacción","periodismo y redacción","El periodismo y la redacción es el estudio de la teoría y las prácticas del periodismo/redacción como parte del campo de la comunicación de masas. El periodismo y la redacción tratan sobre la redacción y el contenido de los mensajes. Comprende la información periodística, la redacción de comentarios e historias especiales de interés público, etc.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Periodismo de radio y televisión
Edición
Información (redacción y contenido)
Periodismo
Comunicación de masas (redacción y contenido)
Información periodística

=== Exclusiones
El estudio de las técnicas para la comunicación de masas (por ejemplo, impresión y producción de radio/TV) se excluye de este campo detallado y se incluye en el campo detallado 0211 'Técnicas audiovisuales y producción de medios'.
El estudio del diseño de maquetación y publicación se excluye de este campo detallado y se incluye en el campo detallado 0211 'Técnicas audiovisuales y producción de medios'.
El estudio de las relaciones públicas se excluye de este campo detallado y se incluye en el campo detallado 0414 'Marketing y publicidad'."
"687671b2ebd2bf665349a3ed","http://data.europa.eu/esco/isced-f/0322","0c18a47b-f3d5-406b-963a-11b543b8f5a6
cf2a56d0-8d75-4bd6-97a5-e3f549110401
2224c7cb-e368-47a4-b270-15f2f8931fc5
28679124-db7e-4ea6-969a-6210a759874c","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","estudios bibliotecarios, de información y archivísticos","estudios bibliotecarios, de información y archivísticos","Los estudios bibliotecarios, de información y archivísticos son el estudio de los métodos de selección, adquisición, organización y almacenamiento de colecciones de información, y la facilitación del uso de la información. Los estudios de museos y bibliotecas se incluyen aquí.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
 Ciencias archivísticas
Estudios curatoriales
Documentación
Informática
Estudios bibliotecarios
Documentación museística
Estudios museísticos
Museología

=== Exclusiones
La restauración y conservación del patrimonio artístico se excluyen de este campo y se incluyen en el campo 0222 'Historia y arqueología'."
"687671b2ebd2bf665349a3ee","http://data.europa.eu/esco/isced-f/0329","5828297a-8808-4130-9592-fe40a5fc5554
81cbf497-b4b0-43b7-99b5-6e4ad548bce0
3397ec0a-c138-4d55-8b3c-591c132f2efe
56260fe4-2779-4056-9c9e-742bd55a8eb1","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","periodismo e información no clasificadas en otros apartados","periodismo e información no clasificadas en otros apartados",""
"687671b2ebd2bf665349a3ef","http://data.europa.eu/esco/isced-f/038","fc3c9723-bd2c-4977-8ef7-cdf41d453bb9
fe5d79e8-1297-4141-9441-e924b54dacce
55e67d0d-86b7-4526-a4ca-a2a69d4d038e
ad79965e-3b89-4bf8-be43-393873624f51","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","programas y cualificaciones interdisciplinares que incluyen ciencias sociales, periodismo e información","programas y cualificaciones interdisciplinares que incluyen ciencias sociales, periodismo e información",""
"687671b2ebd2bf665349a3f0","http://data.europa.eu/esco/isced-f/0388","2ca54236-e7f1-4367-a6af-905019e1d155
955d0b3f-93da-422c-ae7c-1376ee881d4a
380ba2d2-d893-4fc9-9e91-6caed6cf449f
eb7e3825-1cda-415a-a851-52914daa2b0c","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","programas y cualificaciones interdisciplinares que incluyen ciencias sociales, periodismo e información","programas y cualificaciones interdisciplinares que incluyen ciencias sociales, periodismo e información","Los programas y cualificaciones interdisciplinares a los que se dedica el mayor tiempo de aprendizaje previsto a las ciencias sociales, el periodismo y la información se clasifican aquí."
"687671b2ebd2bf665349a3f1","http://data.europa.eu/esco/isced-f/039","e5f79831-92b0-4e0f-bdc2-5d99cd9ed897
39db529c-d7b6-4ac5-a175-2c53752c76fc
f8bf3faa-ea9b-478c-9087-4ea00268e000
c4b11aa8-fac5-46f2-a913-2b0f62359cb4","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","ciencias sociales, periodismo e información no clasificadas en otros apartados","ciencias sociales, periodismo e información no clasificadas en otros apartados",""
"687671b2ebd2bf665349a3f2","http://data.europa.eu/esco/isced-f/0399","9a93f924-9a6f-4e62-9442-3a99dc49a4f7
56b00d64-7771-41a9-9e0b-8577479c1372
de186bbb-9f7b-474f-89cd-eb72e936f870
259a74fe-d42e-4757-9e26-a94d43518522","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","ciencias sociales, periodismo e información no clasificadas en otros apartados","ciencias sociales, periodismo e información no clasificadas en otros apartados",""
"687671b2ebd2bf665349a3f3","http://data.europa.eu/esco/isced-f/04","4a91ef04-d2fa-485f-897c-f82a428be716
a81d5b71-9c6d-405f-a609-9a00c9f115a4
66caca14-bafa-4352-bbe3-648d38abb167
84774dbd-ae6d-4aa0-8b16-c58e1a98ba01","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","empresa, administración y derecho","empresa, administración y derecho",""
"687671b2ebd2bf665349a3f4","http://data.europa.eu/esco/isced-f/040","3e9e84f0-857e-4e63-ab17-c1bc34863f83
b233afbc-cae1-49b2-bd29-57e297dd4bc4
bb115ff8-e4e0-450c-9129-c8af46950542
e06bad40-7eb8-4257-98e3-af9ae23a20c1","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","empresa, administración y derecho no definido con mayor precisión","empresa, administración y derecho no definido con mayor precisión",""
"687671b2ebd2bf665349a3f5","http://data.europa.eu/esco/isced-f/0400","b0b53766-a4cf-43b4-aca0-a2d4e6944b4e
7627504c-72f9-4bb2-aabe-86bd7903ce93
5c9448c0-6507-4e38-a499-89acbfbfd115
c7d88303-287d-4fe4-9d9b-d1a3ffd564f2","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","empresa, administración y derecho no definido con mayor precisión","empresa, administración y derecho no definido con mayor precisión",""
"687671b2ebd2bf665349a3f6","http://data.europa.eu/esco/isced-f/041","646a1abd-f119-45a0-8010-8f6ec9c734d9
0d140197-f45c-45b9-bf85-42266db532e5
432f2e3e-2442-413b-a79e-38681b194fe4
8b3a0f34-c6d6-4e47-a64b-341f0f9247e6","","2025-07-15T15:20:19.516Z","2025-07-15T15:20:19.516Z","","empresa y administración","empresa y administración",""
"687671b2ebd2bf665349a3f7","http://data.europa.eu/esco/isced-f/0410","2a14ebce-58cc-473d-bfd1-6e8c0874eb42
33b1b19f-c51a-4224-91be-5b0cdd46be7a
775040dd-04a3-41a9-b21d-a508e1ece99b
4217456c-be3a-4a1c-b6e1-7c1d364bf4e7","","2025-07-15T15:20:19.517Z","2025-07-15T15:20:19.517Z","","empresa y administración no definido con mayor precisión","empresa y administración no definido con mayor precisión",""
"687671b2ebd2bf665349a3f8","http://data.europa.eu/esco/isced-f/0411","3bc57e5a-aee7-43c8-9c95-449faf843120
f67c1b24-38b8-4ad4-b581-01cc5d320c62
7f9276b3-f231-40cf-98a2-8a9680034a44
ae41f328-3104-494b-bd1d-0b06b615e008","","2025-07-15T15:20:19.517Z","2025-07-15T15:20:19.517Z","","contabilidad y fiscalidad","contabilidad y fiscalidad","La contabilidad y la fiscalidad son el estudio del mantenimiento, la auditoría y el registro de las transacciones financieras.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Contabilidad
Auditoría
Contabilidad
Contabilidad fiscal
Gestión fiscal

=== Exclusiones
El estudio de las leyes fiscales se excluye de este campo detallado y se incluye en el campo detallado 0421 'Derecho'."
"687671b2ebd2bf665349a3f9","http://data.europa.eu/esco/isced-f/0412","98369d79-3013-4fa3-b899-d4f2359a1598
6a05df03-a01a-43e0-902f-1286370c87df
a27f37a4-0160-4d8d-af50-2e4d8a8ef8c2
f4d8c0c9-14f6-42c7-a80c-51730aa38691","","2025-07-15T15:20:19.517Z","2025-07-15T15:20:19.517Z","","finanzas, banca y seguros","finanzas, banca y seguros","Las finanzas, la banca y los seguros son el estudio de la planificación, dirección, organización y control de las actividades y servicios financieros. Incluye el control y la supervisión de los recursos financieros de organizaciones, instituciones y particulares, y la prestación de servicios financieros a nivel empresarial e individual.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Estudios de cajero bancario
Banca y finanzas
Teoría financiera
Seguros
Análisis de inversiones
Inversiones y valores
Seguro de pensiones
Seguro social
Correduría de bolsa

=== Exclusiones
El estudio de la ciencia actuarial se excluye de este campo detallado y se incluye en el campo detallado 0542 'Estadística'."
"687671b2ebd2bf665349a3fa","http://data.europa.eu/esco/isced-f/0413","17992107-29f6-42b2-9e27-b0f3c1c0bd63
481abf42-895e-4b09-a484-55d08999ad23
6055cb8d-2325-44da-ab67-5c51673a84a2
a0c8360b-e40e-4383-92cb-6c0ce4fb9e8d","","2025-07-15T15:20:19.517Z","2025-07-15T15:20:19.517Z","","gestión y administración","gestión y administración","La gestión y la administración son el estudio de la planificación, dirección y operación de las funciones y actividades de las organizaciones e instituciones. Los programas de gestión que también incluyen administración, economía, finanzas, etc., se incluyen aquí si se hace hincapié en la gestión y la administración.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Administración
Gestión educativa
Gestión del empleo
Emprendimiento
Administración sanitaria
Gestión logística
Ciencia de la gestión
Gestión de oficinas
Teoría y comportamiento organizacional
Administración de personal
Gestión de personal
Cursos de 'crea tu propia empresa'
Gestión de la cadena de suministro
Gestión de la formación

=== Inclusiones:
El estudio del liderazgo en el contexto de la gestión se incluye aquí.

=== Exclusiones:
La formación en liderazgo en el contexto del desarrollo personal se excluye de este campo detallado y se incluye en el campo detallado 0031 'Habilidades personales'.
El estudio de la administración en el sentido de trabajo de oficina se excluye de este campo detallado y se incluye en el campo detallado 0415 'Trabajo de secretaría y oficina'."
"687671b2ebd2bf665349a3b0","http://data.europa.eu/esco/isced-f/00","97d8a56d-e5c2-4145-9e6a-f392a6a1dda4
40759be8-5e4a-4713-8a56-3a0252a82548
69946bbe-9552-4d3f-b58e-b0a61645accc
d4d4e095-b603-4be6-b3b8-4f1330a3f19e","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","programas y cualificaciones genéricas","programas y cualificaciones genéricas","Los programas y cualificaciones genéricas son aquellos que proporcionan educación en habilidades fundamentales y personales, que abarcan una amplia gama de materias y no hacen hincapié ni se especializan en un campo amplio o estrecho en particular.
Este campo amplio no debe utilizarse como categoría residual. Los programas y cualificaciones con un énfasis específico en una materia deben clasificarse en los campos amplios 01 a 10. En particular, la educación a nivel terciario solo debe clasificarse aquí a título excepcional."
"687671b2ebd2bf665349a3b1","http://data.europa.eu/esco/isced-f/000","8cfe9362-2526-43cd-8d3c-6a49f20b2524
225a71b5-9f30-452d-bec6-954218359a9b
c21f3d18-31a1-42e5-af42-f55b5c9b0ad2
ed5520dc-1721-49e4-a8de-fbae36ba7e5e","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","programas y cualificaciones genéricas no definidos con mayor precisión","programas y cualificaciones genéricas no definidos con mayor precisión",""
"687671b2ebd2bf665349a3b2","http://data.europa.eu/esco/isced-f/0000","b35af741-5f81-41c0-bb6e-5ef72146e7cc
d1301f8d-f05d-4278-8d5f-f8f089f07a3c
5378d440-ca0f-4e4e-b9d4-70efe7c92b15
d679e2f9-ebc4-4c2b-800f-1732ea94c74b","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","programas y cualificaciones genéricas no definidos con mayor precisión","programas y cualificaciones genéricas no definidos con mayor precisión",""
"687671b2ebd2bf665349a3b3","http://data.europa.eu/esco/isced-f/001","15ae29d5-5478-41d6-b9d3-f1b0835f695b
ae494516-47aa-4e55-a01d-d2ce9d903618
32488c4e-39a5-4dc4-95b4-e7a6733e288b
705aa849-cf24-4219-84c6-3f7a90a8c58c","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","programas y cualificaciones básicas","programas y cualificaciones básicas",""
"687671b2ebd2bf665349a3b4","http://data.europa.eu/esco/isced-f/0011","21751aeb-29c2-49c9-9784-36fb8b4b00a1
acb4a378-2d92-43f7-b1f2-2fc30256df2f
3cbac60e-3521-4876-aad0-a576af0222c1
b4b07d7c-6ef2-4aae-ae12-f52636da59af","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","programas y cualificaciones básicas","programas y cualificaciones básicas","Los programas y cualificaciones básicas están diseñados para proporcionar a los participantes habilidades fundamentales en lectura, escritura y aritmética, junto con una comprensión elemental de otras materias como historia, geografía, ciencias naturales, ciencias sociales, arte y música, y en algunos casos, instrucción religiosa. Estos programas y cualificaciones normalmente se ofrecen en los niveles de primaria y secundaria inferior.
Los programas amplios y no especializados de nivel de secundaria superior también se clasifican aquí, incluso si hay alguna concentración en, por ejemplo, humanidades, ciencias sociales, ciencias naturales, etc. Los programas y cualificaciones profesionales solo se incluyen aquí a título excepcional.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Programas y cualificaciones básicas
Programas y cualificaciones amplios y genéricos (no especializados)
Programas y cualificaciones generales sin énfasis específico en una materia
Programas y cualificaciones de nivel de primaria

=== Inclusiones
Los programas y cualificaciones básicas de nivel de secundaria superior (en algunos países, de nivel de secundaria inferior) con cierto énfasis en, por ejemplo, humanidades, ciencias sociales o ciencias naturales, pero que aún abarcan otros campos del conocimiento, se incluyen en este campo detallado. En algunos países, estos programas o cualificaciones se ofrecen de forma modular y también deben clasificarse aquí.

=== Exclusiones
Los programas que se consideran generales en el sentido de la orientación del programa (no profesionales), pero que tienen un claro énfasis en un campo detallado, estrecho o amplio, se excluyen de este campo detallado y se incluyen en uno de los campos amplios 01-10, según la materia tratada."
"687671b2ebd2bf665349a3b5","http://data.europa.eu/esco/isced-f/002","dcb1ad4b-3ecf-4a1a-8afe-ce5e841028b4
8d527863-992f-431e-8d99-fece30606a73
46a562de-d7bd-4171-8920-0dfe0d9d5bd2
181996d3-f1b8-4c64-81f5-d4029ec35594","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","alfabetización y cálculo","alfabetización y cálculo",""
"687671b2ebd2bf665349a3b6","http://data.europa.eu/esco/isced-f/0021","9db46c4c-03d9-4985-baa8-6a54d3abd0a4
047a9797-e22b-40f0-bd09-9aea7410d372
47699e79-d78d-4f36-8312-8f2dbfd82348
e9d59046-6dc8-4e8e-ba10-46c81807d262","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","alfabetización y cálculo","alfabetización y cálculo","La alfabetización y el cálculo son programas o cualificaciones organizados principalmente para adultos, diseñados para enseñar habilidades fundamentales en lectura, escritura y aritmética. El rango de edad típico de los participantes puede utilizarse para distinguir entre el campo detallado 0011 'Programas y cualificaciones básicas' y este campo detallado.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Programas básicos de recuperación para jóvenes o adultos
Alfabetización
Cálculo"
"687671b2ebd2bf665349a3b7","http://data.europa.eu/esco/isced-f/003","d358bd37-2314-4f0d-ae3c-773c29012ed6
c0830ade-1fac-4108-9e13-a507b967149b
1f75e70d-f92a-403f-a383-88659194852b
386fe5b7-05dc-4bc7-9cc6-f325db7747fd","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","habilidades y desarrollo personal","habilidades y desarrollo personal",""
"687671b2ebd2bf665349a3b8","http://data.europa.eu/esco/isced-f/0031","40c0c2a3-5e88-4ca1-9c14-9829ab6fd39f
5279aaa9-7064-4557-980f-ce62ba8ea2c2
8af0d02b-18c5-4706-b9af-c1e586e7a308
3643ac30-9091-4606-9623-73c024ed3c8c","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","habilidades y desarrollo personal","habilidades y desarrollo personal","Las habilidades personales se definen en referencia a los efectos en la capacidad del individuo (mental, social, etc.). Este campo detallado abarca los programas de habilidades personales no incluidos en 0011 'Programas y cualificaciones básicas' o 0021 'Alfabetización y cálculo', proporcionando competencias clave y habilidades transferibles.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Argumentación y presentación
Entrenamiento en asertividad
Habilidades de comunicación
Cooperación
Desarrollo de capacidades conductuales
Desarrollo de habilidades mentales
Programas de búsqueda de empleo
Cursos para padres
Hablar en público
Habilidades de autoestima
Competencia social
Gestión del tiempo

=== Inclusiones
La educación y la formación en liderazgo en el contexto del desarrollo personal se incluyen aquí.
La educación y la formación relacionadas con el lugar de trabajo o con las tareas laborales se incluyen en este campo detallado si tienen más que ver con el desarrollo personal que con el desarrollo laboral. Los cursos de habilidades personales pueden impartirse en el lugar de trabajo, pero aún así clasificarse aquí en función de su contenido.
Los programas para personas con necesidades especiales sobre cómo afrontar su vida diaria se incluyen aquí.

=== Exclusiones
El estudio del liderazgo en el contexto de la gestión se excluye de este grupo y se incluye en el campo detallado 0413 'Gestión y administración'."
"687671b2ebd2bf665349a3b9","http://data.europa.eu/esco/isced-f/009","c8b12388-48cb-4fe5-b8c8-633d2fe4db0e
10357626-9bac-40d0-a9d0-56be7c5e134a
d04da3da-45af-4c8c-8b68-68bd2cfa07e5
0c0e05e2-1de6-436d-9e94-2eb8a96b2102","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","programas y cualificaciones genéricas no clasificados en otra parte","programas y cualificaciones genéricas no clasificados en otra parte",""
"687671b2ebd2bf665349a3ba","http://data.europa.eu/esco/isced-f/0099","686eb20e-ff4c-4d6b-8b37-a61acf75fe35
40afd0ea-ebc2-47ff-9f9d-80a48f581da6
b7242a70-a7c5-4974-8664-b764246f3750
53058baa-8baf-4604-a7d1-1e5b5f13ca15","","2025-07-15T15:20:19.500Z","2025-07-15T15:20:19.500Z","","programas y cualificaciones genéricas no clasificados en otra parte","programas y cualificaciones genéricas no clasificados en otra parte",""
"687671b2ebd2bf665349a3bb","http://data.europa.eu/esco/isced-f/01","42d5473d-bc3f-4020-aa2a-38f5f5603c91
c85c1d95-ee21-44e5-b2fc-67e0c2a571fe
7a338b9a-f296-4641-8057-babc83430b13
a29c613c-58c4-43a3-ac90-ca75578f4c28","","2025-07-15T15:20:19.501Z","2025-07-15T15:20:19.501Z","","educación","educación",""
"687671b2ebd2bf665349a3bc","http://data.europa.eu/esco/isced-f/011","b4a56ab6-1476-4149-9888-2b9683d20b9a
f7be4f71-c88d-49b5-b5dc-198a729fc782
b3e1b406-bd4e-4377-b312-95c845e2f4b8
59fa4acd-d66c-4e00-9a29-c484322e3092","","2025-07-15T15:20:19.501Z","2025-07-15T15:20:19.501Z","","educación","educación",""
"687671b2ebd2bf665349a3bd","http://data.europa.eu/esco/isced-f/0110","236de10e-1cea-4c1a-b5c2-5eee248101b2
dab913d9-88ed-45a8-a3ff-a4af3c56f4c7
e85eb357-5546-45b5-a197-44bb39f10a47
748364a7-39b0-450f-afc0-4904b36246e8","","2025-07-15T15:20:19.501Z","2025-07-15T15:20:19.501Z","","educación no definida con mayor precisión","educación no definida con mayor precisión",""
"687671b2ebd2bf665349a3be","http://data.europa.eu/esco/isced-f/0111","0f05e98c-3faa-4f3a-9a6d-cabc76e92cec
a52b539e-d9ab-40f9-a7f5-da3eff39c77d
68f829e2-2a5e-4eed-a26a-3141cb8330b4
5a770859-6f7b-40dd-b5a8-2b87320cdc0b","","2025-07-15T15:20:19.501Z","2025-07-15T15:20:19.501Z","","ciencia de la educación","ciencia de la educación","La ciencia de la educación es el estudio del proceso de aprendizaje y de las teorías, métodos y técnicas de impartir conocimientos a otros.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Estudios de currículo
Didáctica
Evaluación, pruebas y medición educativas
Evaluación e investigación educativas
Pedagogía

=== Exclusiones
Los programas de formación del profesorado que combinan la ciencia de la educación con la práctica de la enseñanza se excluyen de este campo detallado y se incluyen en uno de los campos detallados para la formación del profesorado (0112-0114)."
"687671b2ebd2bf665349a3bf","http://data.europa.eu/esco/isced-f/0112","f01637a6-aa41-4987-bd3a-ee6e5ea2484a
ee2afb7d-1cdf-495f-8c92-3b92095770b7
e90a231d-c518-4c66-bbab-d12cf006d12c
97f5a5d4-ba04-4fce-9a21-f4d5295782a8","","2025-07-15T15:20:19.501Z","2025-07-15T15:20:19.501Z","","formación para educadores de preescolar","formación para educadores de preescolar","La formación para educadores de preescolar es el estudio de las teorías, los métodos y la práctica de la enseñanza a niños muy pequeños de hasta 7 años de edad en entornos escolares formales a nivel de educación preescolar o desarrollo educativo de la primera infancia.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Enseñanza de la primera infancia (en entornos escolares formales)
Formación de educadores de preescolar

=== Exclusiones
La formación en el cuidado de niños fuera de los entornos escolares formales se excluye de este campo detallado y se incluye en el campo detallado 0922 'Cuidado de niños y servicios para jóvenes'."
