conceptUri,broaderType,broaderUri
http://data.europa.eu/esco/skill/58a15a33-2b41-4a7e-bb8a-777328b5d82a,SkillGroup,http://data.europa.eu/esco/skill/d69e45d3-1f3f-4e6a-8933-82e949277811
http://data.europa.eu/esco/skill/58a70ccf-66c6-4ab5-a9b2-6401462e98d8,SkillGroup,http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf
http://data.europa.eu/esco/skill/58a98b9f-9030-4bbf-a404-3d4877fd53cd,SkillGroup,http://data.europa.eu/esco/skill/f289347f-a76d-4d03-a648-74b53ed1e636
http://data.europa.eu/esco/skill/58b934cc-b243-4267-b2b8-5c7babe95728,SkillGroup,http://data.europa.eu/esco/skill/5f92ff3e-288b-44aa-864d-5ebb1adb7925
http://data.europa.eu/esco/skill/58b98338-b26c-4ee5-af76-08ebea960e79,SkillGroup,http://data.europa.eu/esco/skill/c206d301-14b0-4bea-8028-a3749303a512
http://data.europa.eu/esco/skill/58bacbcf-2b82-4716-959e-ac529120342d,SkillGroup,http://data.europa.eu/esco/skill/d700aa7a-0ed8-4967-a32c-4cb6075ab3b9
http://data.europa.eu/esco/skill/58bae6b3-baf1-4ce2-9daf-197ede8c510a,SkillGroup,http://data.europa.eu/esco/isced-f/0923
http://data.europa.eu/esco/skill/58bf7ec9-c732-4ca7-ad13-311276ce527b,SkillGroup,http://data.europa.eu/esco/skill/3afcf547-cefc-493a-8abb-aaa8b7088e4f
http://data.europa.eu/esco/skill/58bfa8b2-f39f-40c3-8e5e-2dc0d26c7601,SkillGroup,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5
http://data.europa.eu/esco/skill/58c080f9-71d5-429d-9476-bc9e742d460c,SkillGroup,http://data.europa.eu/esco/skill/a0ad9ea8-9620-4aba-a836-cbdd16e12880
http://data.europa.eu/esco/skill/58c089ab-338b-4e4c-8117-7c1fcc89af69,SkillGroup,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58
http://data.europa.eu/esco/skill/58c270d5-83ec-4223-9c4f-71732f73895d,SkillGroup,http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf
http://data.europa.eu/esco/skill/58c3ed60-c06b-47c0-b213-4e3608608644,SkillGroup,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a
http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,SkillGroup,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66
http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,SkillGroup,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10
http://data.europa.eu/esco/skill/58d09a47-a3d3-487c-b315-7f78acc72c19,SkillGroup,http://data.europa.eu/esco/skill/19990cb0-e9d5-41c7-9638-88700b47271e
http://data.europa.eu/esco/skill/58d7a289-dafd-4363-833f-d1dc4140885e,SkillGroup,http://data.europa.eu/esco/isced-f/0613
http://data.europa.eu/esco/skill/58d8e348-8bbc-4827-9214-822b1ee0007a,SkillGroup,http://data.europa.eu/esco/skill/34691a8a-ec8e-4eaa-b6e7-f4dbf144c644
http://data.europa.eu/esco/skill/58db4bf3-b283-4498-8024-336773c4f879,SkillGroup,http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37
http://data.europa.eu/esco/skill/58e32d18-1626-4f5a-a9e4-732e22ad3064,SkillGroup,http://data.europa.eu/esco/isced-f/0711
http://data.europa.eu/esco/skill/58e3d762-4222-4b9d-824f-deba76beafc1,SkillGroup,http://data.europa.eu/esco/skill/44c81158-f789-41ad-a988-e8af0884a443
http://data.europa.eu/esco/skill/58e9d37d-ce63-41c0-80c1-dd9d7e9a1999,SkillGroup,http://data.europa.eu/esco/skill/395e42b8-f637-4e7e-96d8-9c1976c05d92
http://data.europa.eu/esco/skill/58f3a15f-8ab9-4123-a3a0-5cca75358ae7,SkillGroup,http://data.europa.eu/esco/isced-f/0313
http://data.europa.eu/esco/skill/58fcd942-3019-4498-b685-6b2727b37031,SkillGroup,http://data.europa.eu/esco/skill/8369011d-de43-4800-bcce-be12e19828a5
http://data.europa.eu/esco/skill/59004ee8-3975-4877-bf82-ff0b8070ef28,SkillGroup,http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097
http://data.europa.eu/esco/skill/59030382-506d-454d-81cd-787586ffb840,SkillGroup,http://data.europa.eu/esco/skill/583b1fb5-be8d-41f0-aa81-0b6bef4793c2
http://data.europa.eu/esco/skill/5915e97d-ecca-4713-941e-ad7c8c00720b,SkillGroup,http://data.europa.eu/esco/skill/77ee8fad-188f-44cf-88ba-4e495a52d604
http://data.europa.eu/esco/skill/591ce038-dcf6-4552-af8e-a51cc0986914,SkillGroup,http://data.europa.eu/esco/isced-f/0412
http://data.europa.eu/esco/skill/591dd514-735b-46e4-a28d-3a4c42f49b72,SkillGroup,http://data.europa.eu/esco/skill/af84405b-896d-4ed3-9462-077ea9a2a188
http://data.europa.eu/esco/skill/5920a9f6-1f49-400e-a895-a912b46658c7,SkillGroup,http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc
http://data.europa.eu/esco/skill/592188c6-7212-47bb-ba58-f9361026addc,SkillGroup,http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225
http://data.europa.eu/esco/skill/5924a1a6-507a-43bf-8609-23840e59dfd7,SkillGroup,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d
http://data.europa.eu/esco/skill/5927864c-0486-442f-9aa0-617a89c727f0,SkillGroup,http://data.europa.eu/esco/skill/a60b664f-bb07-4dd1-8dfa-134a0827f8da
http://data.europa.eu/esco/skill/592bb88c-c063-48a7-9dca-c81f37f724a5,SkillGroup,http://data.europa.eu/esco/skill/c75655c3-ed29-441e-b403-4dd65bc891a5
http://data.europa.eu/esco/skill/5938b23f-1b19-46fa-95b7-6cff0e1d10f3,SkillGroup,http://data.europa.eu/esco/skill/583b1fb5-be8d-41f0-aa81-0b6bef4793c2
http://data.europa.eu/esco/skill/59429f7f-8b95-4094-b1cf-97cbb556f03d,SkillGroup,http://data.europa.eu/esco/isced-f/0413
http://data.europa.eu/esco/skill/5944cee9-763e-4b08-99e4-f514bdde14a6,SkillGroup,http://data.europa.eu/esco/isced-f/1021
http://data.europa.eu/esco/skill/594690e1-d69b-4f99-b1d0-ee4523521162,SkillGroup,http://data.europa.eu/esco/skill/7a8c9402-0550-4966-9ff6-0d65b0f6b1fb
http://data.europa.eu/esco/skill/594a002c-de7a-4805-8cb9-a4c6283b61c3,SkillGroup,http://data.europa.eu/esco/skill/0a4c5823-8b09-4e6b-95b4-8036ef3b9c4c
http://data.europa.eu/esco/skill/594af385-cc60-4dae-a7a0-305e68ac4024,SkillGroup,http://data.europa.eu/esco/skill/872c0ddb-f056-4f51-afac-fc3d6fae0f5b
http://data.europa.eu/esco/skill/594bd121-9614-4e87-9ecf-6ccb95507efe,SkillGroup,http://data.europa.eu/esco/skill/7e153e1d-2b12-43ad-89f3-0cf82ebc4a30
http://data.europa.eu/esco/skill/59607bec-a5c3-42a8-90ee-ded24c6f2247,SkillGroup,http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5
http://data.europa.eu/esco/skill/596632c8-6739-46e8-b541-d9fd69ee5ba9,SkillGroup,http://data.europa.eu/esco/skill/395e42b8-f637-4e7e-96d8-9c1976c05d92
http://data.europa.eu/esco/skill/59669d0b-30fc-4c29-acb7-c80c96573ce1,SkillGroup,http://data.europa.eu/esco/skill/f4346da3-f6b2-4389-8a67-7c443b7e1609
http://data.europa.eu/esco/skill/5966d07c-0242-43ad-b2e8-839031a084d9,SkillGroup,http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d
http://data.europa.eu/esco/skill/596d7f27-5676-4a86-a6a8-bddc98eb6a4c,SkillGroup,http://data.europa.eu/esco/isced-f/0912
http://data.europa.eu/esco/skill/597d6a3a-0283-4945-8001-4719d210433d,SkillGroup,http://data.europa.eu/esco/skill/19990cb0-e9d5-41c7-9638-88700b47271e
http://data.europa.eu/esco/skill/59849bc2-6b37-4927-bdc8-c8cf9d44abed,SkillGroup,http://data.europa.eu/esco/skill/74052f13-4cae-4600-a4d3-8103004683f3
http://data.europa.eu/esco/skill/5986140f-daac-4a44-9c77-756db279e3ac,SkillGroup,http://data.europa.eu/esco/skill/e001ce62-78e7-4821-a7df-a08457c295ab
http://data.europa.eu/esco/skill/598a1b3c-828e-494c-a034-3cbc136ca929,SkillGroup,http://data.europa.eu/esco/isced-f/1032
http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,SkillGroup,http://data.europa.eu/esco/isced-f/0613
http://data.europa.eu/esco/skill/5996d5a6-1100-4138-bf57-ef82240bf37e,SkillGroup,http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe
http://data.europa.eu/esco/skill/59996d1a-f073-4563-a0fe-69d9542b8ce8,SkillGroup,http://data.europa.eu/esco/isced-f/0542
http://data.europa.eu/esco/skill/59998878-fa14-458a-9085-06b45e89df1b,SkillGroup,http://data.europa.eu/esco/isced-f/0713
http://data.europa.eu/esco/skill/599a908b-83be-4822-afa2-a5a30f668771,SkillGroup,http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe
http://data.europa.eu/esco/skill/599b2e75-00e8-482f-9335-b2f9aca415f1,SkillGroup,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77
http://data.europa.eu/esco/skill/599c3e57-1874-45e8-a83c-8ca2171b5e82,SkillGroup,http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b
http://data.europa.eu/esco/skill/59a0d9cc-ab3e-41e6-87c5-d851c04a072c,SkillGroup,http://data.europa.eu/esco/skill/848c0306-8cbe-4693-a275-d99807c0173c
http://data.europa.eu/esco/skill/59a317ae-8b75-4ee3-9942-cceb10b39d4a,SkillGroup,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d
http://data.europa.eu/esco/skill/59a8086b-59b3-4e88-9341-21d7fb693b89,SkillGroup,http://data.europa.eu/esco/skill/9c17f73f-345c-4c55-8b59-47b445941b7b
http://data.europa.eu/esco/skill/59b2d857-dd1c-4596-925e-219c0ebf9c5d,SkillGroup,http://data.europa.eu/esco/skill/906211b3-afed-4a2b-b5e1-33f2885fee85
http://data.europa.eu/esco/skill/59b4f49d-a82a-4206-ba93-3e423640de22,SkillGroup,http://data.europa.eu/esco/isced-f/0413
http://data.europa.eu/esco/skill/59bfa2b4-c5e0-44d6-afe2-991d173516ba,SkillGroup,http://data.europa.eu/esco/isced-f/0715
http://data.europa.eu/esco/skill/59c45c3e-c7f7-492a-b03b-b7b28d56f9dd,SkillGroup,http://data.europa.eu/esco/isced-f/0915
http://data.europa.eu/esco/skill/59c6dc6f-11d3-4e15-8009-e27292662b9e,SkillGroup,http://data.europa.eu/esco/skill/edcfd6ef-1a42-4e0a-97e2-2a2d61cac181
http://data.europa.eu/esco/skill/59cbf495-4939-4871-93de-a44fc3f33ce3,SkillGroup,http://data.europa.eu/esco/skill/36c9717b-e53a-4d16-b7df-b6555eff43f8
http://data.europa.eu/esco/skill/59d50ec6-237f-4f65-a06b-7b449d55ff99,SkillGroup,http://data.europa.eu/esco/skill/528c2f16-139f-4a5b-8880-a6f02ed33f2a
http://data.europa.eu/esco/skill/59dbeac8-de39-4b55-8671-f11e6092abe8,SkillGroup,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94
http://data.europa.eu/esco/skill/59e2df68-7442-4306-92b9-116c48146cc3,SkillGroup,http://data.europa.eu/esco/skill/fb01d224-882a-4346-99e2-bfd56f52d09c
http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,SkillGroup,http://data.europa.eu/esco/isced-f/0732
http://data.europa.eu/esco/skill/59eb177a-2f30-4943-8b30-5f87dd51a80d,SkillGroup,http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b
http://data.europa.eu/esco/skill/59f2dfec-ea06-4eb5-9e10-01578b2e8526,SkillGroup,http://data.europa.eu/esco/skill/3926ec7d-64cd-4410-8283-493a1afdd57b
http://data.europa.eu/esco/skill/59fa75d2-b3bf-4929-9410-80c381861e08,SkillGroup,http://data.europa.eu/esco/skill/5ea47148-5289-49f2-80f8-bb1f54b37de0
http://data.europa.eu/esco/skill/59fe85c4-8202-46ac-b6a5-e28ea25d1848,SkillGroup,http://data.europa.eu/esco/skill/d94e1143-3a3a-4f6a-a881-df93bf56cf23
http://data.europa.eu/esco/skill/59ff54aa-0773-4413-851d-75b585227936,SkillGroup,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d
http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04,SkillGroup,http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823
http://data.europa.eu/esco/skill/5a181485-2c17-49d4-a68b-3eb0d955f42c,SkillGroup,http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d
http://data.europa.eu/esco/skill/5a19182a-7f24-4b34-91ed-9c342787f821,SkillGroup,http://data.europa.eu/esco/skill/af84405b-896d-4ed3-9462-077ea9a2a188
http://data.europa.eu/esco/skill/5a1b8a2b-53de-4827-be41-f0caffc40928,SkillGroup,http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8
http://data.europa.eu/esco/skill/5a1c87f9-425d-4c7e-bd50-da213ee36939,SkillGroup,http://data.europa.eu/esco/isced-f/0413
http://data.europa.eu/esco/skill/5a214c90-0c40-49f6-b512-4ff3a7cfc135,SkillGroup,http://data.europa.eu/esco/isced-f/0212
http://data.europa.eu/esco/skill/5a234b3b-63b4-482f-b481-a1ff9d95bbf8,SkillGroup,http://data.europa.eu/esco/isced-f/0415
http://data.europa.eu/esco/skill/5a23ed81-6c48-4631-a2a5-740f8079f50b,SkillGroup,http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59
http://data.europa.eu/esco/skill/5a29fbb3-3b5c-44f2-b07a-e84faa790088,SkillGroup,http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5
http://data.europa.eu/esco/skill/5a362a03-c808-4e19-a387-226ccaf1c6a7,SkillGroup,http://data.europa.eu/esco/skill/b036eb5c-6a48-45b9-b2c6-f42f9e336204
http://data.europa.eu/esco/skill/5a3c7fa1-4f0d-4ede-8e5e-734a2afa5ca7,SkillGroup,http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727
http://data.europa.eu/esco/skill/5a42555c-ac51-4bc8-8b00-9ba2f251e919,SkillGroup,http://data.europa.eu/esco/skill/dfae80db-cf29-41e1-a48c-2bee901afff1
http://data.europa.eu/esco/skill/5a42eaf5-93bb-4bca-8ebd-4d78e96e4929,SkillGroup,http://data.europa.eu/esco/skill/c206d301-14b0-4bea-8028-a3749303a512
http://data.europa.eu/esco/skill/5a59dbb9-d2f9-420f-b169-3949460cc4ff,SkillGroup,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253
http://data.europa.eu/esco/skill/5a5adfe3-5afe-4a24-b9a8-cee8481995e7,SkillGroup,http://data.europa.eu/esco/skill/d6c8dacb-b0c0-4544-b0b7-69b24df41ba1
http://data.europa.eu/esco/skill/5a676421-d33a-490f-8043-4f81224d3f47,SkillGroup,http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544
http://data.europa.eu/esco/skill/5a6dda77-c09d-441a-8456-c6ca7e1bda06,SkillGroup,http://data.europa.eu/esco/isced-f/1041
http://data.europa.eu/esco/skill/5a70f4b8-0e70-4432-b052-6aa33345154f,SkillGroup,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48
http://data.europa.eu/esco/skill/5a7174ed-57a4-4245-9de2-d5620f411a30,SkillGroup,http://data.europa.eu/esco/skill/07f47dea-587c-40c0-990a-6c092cc3e6a4
http://data.europa.eu/esco/skill/5a7cc454-3a22-4144-8d7a-686d542f7327,SkillGroup,http://data.europa.eu/esco/isced-f/1032
http://data.europa.eu/esco/skill/5a8d4d8c-ff64-4f82-945e-ec6f56e05cbe,SkillGroup,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48
http://data.europa.eu/esco/skill/5a9a6d45-f4e5-437a-8f2d-2671061917ea,SkillGroup,http://data.europa.eu/esco/isced-f/0711
http://data.europa.eu/esco/skill/5aa4b603-6edd-45cf-a2f8-3d242e55f3bd,SkillGroup,http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544
http://data.europa.eu/esco/skill/5aa50c5b-066b-43d3-b361-f3a67d1d99ba,SkillGroup,http://data.europa.eu/esco/skill/74052f13-4cae-4600-a4d3-8103004683f3
http://data.europa.eu/esco/skill/5aa57bdc-5765-435e-8fc9-99b3febdb213,SkillGroup,http://data.europa.eu/esco/skill/77e41477-4ecf-425b-8163-b18a5a54e593
http://data.europa.eu/esco/skill/5aa79c4a-8b29-4d57-8723-b9a69ef0727e,SkillGroup,http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469
http://data.europa.eu/esco/skill/5aa90e70-f661-4c2d-aaa2-70ac38c1ace9,SkillGroup,http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3
http://data.europa.eu/esco/skill/5aaf2780-04d7-4bbf-8b06-af36eafe8eba,SkillGroup,http://data.europa.eu/esco/isced-f/0413
http://data.europa.eu/esco/skill/5ab5301c-f32f-4688-91bb-adb92968187d,SkillGroup,http://data.europa.eu/esco/isced-f/0531
http://data.europa.eu/esco/skill/5ab5e8f8-f99f-4f4f-874a-3a9e748ae44e,SkillGroup,http://data.europa.eu/esco/skill/cfd5ab8f-ef8a-4877-8243-ddf17ac74604
http://data.europa.eu/esco/skill/5ac07f1a-6436-4103-b891-c59a7ac505f0,SkillGroup,http://data.europa.eu/esco/isced-f/0732
http://data.europa.eu/esco/skill/5ac355f2-1d26-419b-9c7a-73dea4c9e506,SkillGroup,http://data.europa.eu/esco/skill/42f18b92-1c20-46ed-bde0-9bc64ff1e475
http://data.europa.eu/esco/skill/5ac3a1b8-78d4-4f7d-b922-dad34595c975,SkillGroup,http://data.europa.eu/esco/skill/72fe5d9f-4ec8-4fc4-b1d3-0dd83be0aa1a
http://data.europa.eu/esco/skill/5acf6408-e084-4202-9442-ffcf0119811c,SkillGroup,http://data.europa.eu/esco/isced-f/1032
http://data.europa.eu/esco/skill/5ad2c837-d032-4803-aa4a-322a54936636,SkillGroup,http://data.europa.eu/esco/isced-f/0722
http://data.europa.eu/esco/skill/5ad31f50-15ca-4940-8db3-2104c9b79d0b,SkillGroup,http://data.europa.eu/esco/skill/7194cdea-bca7-4c4a-8d49-3cb54b89d5a0
http://data.europa.eu/esco/skill/5ad68557-f1af-4b21-b968-e0e9427b95b3,SkillGroup,http://data.europa.eu/esco/skill/74052f13-4cae-4600-a4d3-8103004683f3
http://data.europa.eu/esco/skill/5ae07007-1348-4068-ab55-e6f420fa3874,SkillGroup,http://data.europa.eu/esco/isced-f/0321
http://data.europa.eu/esco/skill/5ae495c8-14a0-4854-90bb-d81476a614c5,SkillGroup,http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d
http://data.europa.eu/esco/skill/5ae6743f-8241-49f8-b447-0df43756cb1c,SkillGroup,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060
http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2,SkillGroup,http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d
http://data.europa.eu/esco/skill/5af49836-2269-46d9-87b9-0d3140c6c22e,SkillGroup,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec
http://data.europa.eu/esco/skill/5af6c56c-ab2b-4590-9b19-9484eaa7746d,SkillGroup,http://data.europa.eu/esco/skill/72fe5d9f-4ec8-4fc4-b1d3-0dd83be0aa1a
http://data.europa.eu/esco/skill/5afd3d7b-7599-4e2a-8ce8-c4057b3a8ad2,SkillGroup,http://data.europa.eu/esco/skill/77ee8fad-188f-44cf-88ba-4e495a52d604
http://data.europa.eu/esco/skill/5aff426c-323b-44ad-9d42-6be7a270a1c5,SkillGroup,http://data.europa.eu/esco/skill/4bbdc5eb-b710-4b76-816d-04926f7ac4a1
http://data.europa.eu/esco/skill/5b06c369-10db-477d-a8df-987179324001,SkillGroup,http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a
http://data.europa.eu/esco/skill/5b0a8b4d-7c71-43b1-8e52-4c0cfacd7bbd,SkillGroup,http://data.europa.eu/esco/isced-f/0715
http://data.europa.eu/esco/skill/5b0d14b1-0bf6-4f6b-b922-4becc213f0aa,SkillGroup,http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e
http://data.europa.eu/esco/skill/5b0f2198-7246-4256-a902-4d9ce1260c80,SkillGroup,http://data.europa.eu/esco/skill/82463bb1-85d1-4e99-a4ce-08508fc3b2a3
http://data.europa.eu/esco/skill/5b1aecb9-17a6-46ae-8611-c742f11db2f9,SkillGroup,http://data.europa.eu/esco/isced-f/0912
http://data.europa.eu/esco/skill/5b1c2df7-93aa-4b7a-ae13-9f84cff79ba4,SkillGroup,http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004
http://data.europa.eu/esco/skill/5b1d43d1-e063-4d07-8ba1-6f08d4e46279,SkillGroup,http://data.europa.eu/esco/skill/42f18b92-1c20-46ed-bde0-9bc64ff1e475
http://data.europa.eu/esco/skill/5b1f0d63-c84f-4cc0-bcc1-40e67d93415f,SkillGroup,http://data.europa.eu/esco/skill/a19c5139-1250-4a60-9c31-a3243cca06cc
http://data.europa.eu/esco/skill/5b1fe532-70b3-40e4-8bb3-2cad8dc2d517,SkillGroup,http://data.europa.eu/esco/skill/682bb7ca-dbe9-4c33-9c7a-1ae56e28516e
http://data.europa.eu/esco/skill/5b221b1b-8d64-42e3-b225-7ad46604c64b,SkillGroup,http://data.europa.eu/esco/skill/4781b6b1-07bc-44be-8c2d-de0fa5db4250
http://data.europa.eu/esco/skill/5b22f5a1-edf3-4476-8487-ed4ab344edc5,SkillGroup,http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544
http://data.europa.eu/esco/skill/5b264a14-d4db-4352-9278-fbb63c5ebed4,SkillGroup,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d
http://data.europa.eu/esco/skill/5b26afb8-5bee-426b-99cb-0d5dde7b3267,SkillGroup,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48
http://data.europa.eu/esco/skill/5b2acf48-7746-42d9-861f-5445e7ea6f48,SkillGroup,http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379
http://data.europa.eu/esco/skill/5b353529-0100-416a-b347-6076ae1ccbad,SkillGroup,http://data.europa.eu/esco/skill/e4da156d-a6c4-4b29-935b-eff9c9553cf1
http://data.europa.eu/esco/skill/5b394ba8-5d40-40d9-b771-5df6ea9ac436,SkillGroup,http://data.europa.eu/esco/skill/a4cf0e8a-54f6-4fd5-8650-1c82ea86cfd2
http://data.europa.eu/esco/skill/5b3a9b2e-3447-4874-accb-534c333eae4a,SkillGroup,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d
http://data.europa.eu/esco/skill/5b3df9ff-3277-4f23-8bd5-374d74f608c5,SkillGroup,http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8
http://data.europa.eu/esco/skill/5b42856c-30d8-4735-9e1a-9f19a8d7a0e7,SkillGroup,http://data.europa.eu/esco/isced-f/1031
http://data.europa.eu/esco/skill/5b46f572-7ced-4efd-b270-a81a164d521c,SkillGroup,http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169
http://data.europa.eu/esco/skill/5b4e87d9-2da6-41ff-8aa0-47d4de94f83c,SkillGroup,http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004
http://data.europa.eu/esco/skill/5b4ea415-3a3a-4d90-91d2-2d18ad196f4b,SkillGroup,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5
http://data.europa.eu/esco/skill/5b58e283-a359-4b55-b10d-b0047b2fb7db,SkillGroup,http://data.europa.eu/esco/skill/e852a2ed-c32e-4a39-bc4c-65a78ffe6bf2
http://data.europa.eu/esco/skill/5b620e5e-421c-432c-864f-eabe8bb0688c,SkillGroup,http://data.europa.eu/esco/skill/ceca8bbe-cd58-49b4-8ef4-9a34a5ac0f75
http://data.europa.eu/esco/skill/5b671d86-f1fa-4468-947c-374dc6cdf6b8,SkillGroup,http://data.europa.eu/esco/isced-f/0913
http://data.europa.eu/esco/skill/5b69bfea-5138-409d-b614-9c20d10679c0,SkillGroup,http://data.europa.eu/esco/isced-f/0314
http://data.europa.eu/esco/skill/5b6a0a1b-a8a9-40d7-aa7d-0aad8519e019,SkillGroup,http://data.europa.eu/esco/skill/d6c8dacb-b0c0-4544-b0b7-69b24df41ba1
http://data.europa.eu/esco/skill/5b6abc4b-0cfe-4178-845d-479da3d2d699,SkillGroup,http://data.europa.eu/esco/isced-f/0531
http://data.europa.eu/esco/skill/5b6fb4d6-582e-4187-9f17-f6e582f8714f,SkillGroup,http://data.europa.eu/esco/isced-f/0542
http://data.europa.eu/esco/skill/5b71cb01-0f37-47e0-a617-abcf08c8aa64,SkillGroup,http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f
http://data.europa.eu/esco/skill/5b743a6e-ff6a-47bf-bec0-30936f5d948d,SkillGroup,http://data.europa.eu/esco/skill/cdb2aecd-9dca-48fd-8d56-f0aace3ab5a9
http://data.europa.eu/esco/skill/5b776f2d-cac1-437e-badd-9871876209a5,SkillGroup,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c
http://data.europa.eu/esco/skill/5b81c1e8-fe0d-4881-b23a-5888cad17395,SkillGroup,http://data.europa.eu/esco/isced-f/0211
http://data.europa.eu/esco/skill/5b84fed1-cd6c-47e1-b017-428db0e5cfb3,SkillGroup,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94
http://data.europa.eu/esco/skill/5b871642-a03d-452d-885c-bbf7b2be671c,SkillGroup,http://data.europa.eu/esco/skill/d700aa7a-0ed8-4967-a32c-4cb6075ab3b9
http://data.europa.eu/esco/skill/5b87a3f3-04e7-4a49-9aca-7e93453a851b,SkillGroup,http://data.europa.eu/esco/skill/827de17d-3fc1-4ba5-b4e0-850c51e750c8
http://data.europa.eu/esco/skill/5b8a3dd2-de10-48a0-8ce5-522f1fff8450,SkillGroup,http://data.europa.eu/esco/skill/d94e1143-3a3a-4f6a-a881-df93bf56cf23
http://data.europa.eu/esco/skill/5b8cac19-0767-43a2-b36c-8091a2cee923,SkillGroup,http://data.europa.eu/esco/skill/0c92c33c-2859-4705-87ae-4fdd71d0f8f6
