ORIGINURI,ID,UUIDHISTORY,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,SCOPENOTE
http://data.europa.eu/esco/isced-f/0112,key_635,97f5a5d4-ba04-4fce-9a21-f4d5295782a8,,training for pre-school teachers,,"Training for pre-school teachers is the study of the theories, methods and practice of teaching very young children up to 7 years of age within formal school settings at pre-primary or early childhood educational development levels.
Programmes and qualifications with the following main content are classified here:
Early childhood teaching (within formal school settings)
Pre-primary teacher training

=== Exclusions
Training in caring for children outside formal school settings is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.",
http://data.europa.eu/esco/isced-f/0113,key_636,b6a11a69-41de-4b3d-b2c2-0991c19ef4a2,,teacher training without subject specialisation,,"Training for teachers without subject specialisation is the study of the theories, methods and practice of providing children between approximately 5 and 15 years of age with the fundamental skills in reading, writing and mathematics along with an elementary understanding of other subjects such as history, geography, social science etc. and laying the foundation for lifelong learning. Subject specialisation is stressed less than in detailed field 0114 'Teacher training with subject specialisation'. The study of teaching children with special needs is included in this detailed field, likewise the study of teaching adults fundamental reading and writing skills and teaching immigrants these types of skills in their home or first language.
Programmes and qualifications with the following main content are classified here:
Class teacher training
Indigenous teacher training
Primary teaching
Teacher training for children with special needs

=== Inclusions
The study of teaching adults basic literacy and numeracy skills is included here. Teacher's aide (teaching assistant) is also included here.

=== Exclusions
Teacher training with subject specialisation even if intended for the teaching of children in primary or lower secondary education is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.",
http://data.europa.eu/esco/isced-f/0114,key_637,df961861-53a1-4e89-b57d-b80ddc5fd5fe,,teacher training with subject specialisation,,"Teacher training with subject specialisation is the study of the theories, methods and practice of teaching a specific subject, mostly at secondary or higher levels of education. Programmes and qualifications included in this detailed field often comprise both studies as well as the subject/subjects that are going to be taught.
Programmes and qualifications with the following main content are classified here:
Teacher training - arts and crafts
Teacher training - commercial subjects
Teacher training - music
Teacher training - nursing
Teacher training - physical training
Teacher training - second languages
Teacher training - specific theoretical subjects, e.g. English, mathematics, history
Teacher training - technical subjects
Teacher training - vocational subjects
Training of driving instructors
Training of trainers

=== Inclusions
Teacher training courses for university teachers, instructors of work place and working life skills and in practical and artistic subjects are included here.

=== Exclusions
Training of sports trainers is excluded from this detailed field and included in detailed field 1014 'Sports'.",
http://data.europa.eu/esco/isced-f/0119,key_638,61ec0849-50b6-4301-bdb4-c8b1603a6b57,,education not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/018,key_639,cd989d12-934f-453c-8118-94ebe065c990,,inter-disciplinary programmes and qualifications involving education,,,
http://data.europa.eu/esco/isced-f/0188,key_640,4d5023ba-5dcf-483a-a82e-28c8df0d0b13,,inter-disciplinary programmes and qualifications involving education,,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to education are classified here.,
http://data.europa.eu/esco/isced-f/02,key_641,44c9e9f6-d706-4680-8cb1-97ba8da82f15,,arts and humanities,,,
http://data.europa.eu/esco/isced-f/020,key_642,909df210-f5d6-4449-9b42-3b7b2da20b17,,arts and humanities not further defined,,,
http://data.europa.eu/esco/isced-f/0200,key_643,19cc51e9-7f57-40b9-8db4-c4c5bb151e4c,,arts and humanities not further defined,,,
http://data.europa.eu/esco/isced-f/021,key_644,b4cd9f5d-fff2-4e6f-94cc-ce476445a2d4,,arts,,,
http://data.europa.eu/esco/isced-f/0210,key_645,ce8e393b-d0f5-4f83-9d1d-9b46d522e952,,arts not further defined,,,
http://data.europa.eu/esco/isced-f/0211,key_646,69552437-2356-4fd8-bda0-3897961493a3,,audio-visual techniques and media production,,"Audio-visual techniques and media production is the study of techniques and skills to produce books or newspapers, radio or TV production, film or video production, recorded music production and graphic reproduction. It includes programmes and qualifications in methods of colour reproduction, photography and computer graphics. Study of combining pictures, words and decorations in the production of books, magazines, posters, adverts etc. is also included.
Programmes and qualifications with the following main content are classified here:
Animation
Bookbinding
Camera operating
Compositing (printing)
Computer game production
Computer type-setting
Film and video production
Graphic design
Graphic reproduction
Illustration
Interactive media design
Media techniques
Multimedia production
Photography
Pre-press operations
Print finishing and binding
Printing
Publishing design, lay-out
Radio and TV production
Recorded music production
Sound techniques
Type-setting

=== Inclusions
Desktop publishing and lay-out are included here.

=== Exclusions
Programmes and qualifications in the use of specific software applications for desktop publishing and website development are excluded from this detailed field and included in detailed field 0611 'Computer use'.
Study of journalism (wording and content of messages) is excluded from this detailed field and included in detailed field 0321 'Journalism and reporting'.",
http://data.europa.eu/esco/isced-f/0212,key_647,0bb7fb7f-2d37-440f-a0ea-e1ac88e0c356,,"fashion, interior and industrial design",,"Fashion, interior and industrial design is the study of creatively combining line, form and fabric in designing and constructing e.g. fashion garments, industrial products and interiors.
Programmes and qualifications with the following main content are classified here:
Costume design
Design of industrial products
Fashion design
Interior architecture
Interior design
Stage designing
Window dressing

=== Exclusions
Study of Building design is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
Study of Industrial design is excluded from this detailed field if emphasis is given to technical subjects and not to artistic design, and included in the appropriate detailed field under 071 'Engineering and engineering trades'.
Publishing design and graphic design are excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.",
http://data.europa.eu/esco/isced-f/0213,key_648,dcbc52f8-c7fd-4838-9d51-894175f3c18e,,fine arts,,"Fine arts is the study of visual forms of creative expression, dealing with theory, history, techniques, performance and production in fine arts.
Programmes and qualifications with the following main content are classified here:
Art theory
Calligraphy
Etching
Fine art printmaking
History of art
Painting
Philosophy of art
Sculpture

=== Exclusions
Training in ceramics, pottery etc is excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
Study of architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
Teacher training in arts is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.",
http://data.europa.eu/esco/isced-f/0214,key_649,9ba01d3b-55da-4221-a457-70e88f4074cc,,handicrafts,,"Handicrafts is the study of techniques and skills in a chosen craft, such as jewellery, pottery, weaving, woodcarving etc.
Programmes and qualifications with the following main content are classified here:
Ceramics
Crafts, folk arts and artisan
Decorative metal crafts
Indigenous crafts
Embroidery
Floristry (flower arranging)
Glass arts and craft
Goldsmithing
Jewellery
Making of musical instruments (not industrial)
Musical instruments (repairing and tuning)
Silversmithing
Stone carving (craft)
Weaving (craft)
Woodcarving

=== Exclusions
Study of industrial (large scaled mechanised) production of pottery, woven materials, embroidery etc. is excluded from this field and included in one of the detailed fields under broad field 07 'Engineering, manufacturing and construction'.",
http://data.europa.eu/esco/isced-f/0215,key_650,02de8bef-52d3-4184-878c-84846273e6f1,,music and performing arts,,"Music and performing arts is the study of the principles and techniques associated with performance involving music, speech, movement, mime, characterisation, improvisation and stage craft.
Programmes and qualifications with the following main content are classified here:
Acting and directing
Ballet
Choreography
Circus
Composition (music)
Conducting (music)
Creative and performance art
Dance
Drama
History of film and theatre
History of music
Music
Music conducting
Musicology
Theatre/Theatre sciences

=== Inclusions
Study of music and performing arts history and theory is included here.

=== Exclusions
Teacher training in music and other performing arts is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.
022 Humanities (except languages)",
http://data.europa.eu/esco/isced-f/0219,key_651,f528f6e6-a500-4e5d-a701-0d64fd157e04,,arts not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/022,key_652,69cad414-b2fe-40d5-a94b-059f973ef658,,humanities (except languages),,,
http://data.europa.eu/esco/isced-f/0220,key_653,cfe8577d-89df-4897-b47d-0f32de638aea,,humanities (except languages) not further defined,,,
http://data.europa.eu/esco/isced-f/0221,key_654,e8a01f5a-923a-4d7e-ba6e-c66a7d90a16f,,religion and theology,,"Religion and theology is the study of religious beliefs, concepts, symbols, expressions and texts of spirituality.
Programmes and qualifications with the following main content are classified here:
Religious history
Study of sacred books
Study of different religions
Theology

=== Inclusions
Included in this detailed field are programmes for children and young people, usually given in religious schools or seminars, in monasteries etc., aiming to develop an interest in the tenets of their religion and sufficient familiarity with its philosophy to assist in the propagation of their faith.

=== Exclusions
Basic programmes given in religious schools, seminars etc. containing religious instruction but not emphasising it or leading to a religious vocation, are excluded from this detailed field and included in 0011 'Basic programmes and qualifications'. Islamic sharia programmes and qualifications are excluded from this detailed field and included in detailed field 0421 'Law'.",
http://data.europa.eu/esco/isced-f/0222,key_655,61831eef-b8fd-4342-878d-5ba0abab4f03,,history and archaeology,,"History is the study of past events, especially the political, social and economic development of a country, a continent or the world. History of medicine is classified here, likewise the study of history of science and ideas. Archaeology is the study of ancient civilisations by scientific analysis of what is found in the ground.
Programmes and qualifications with the following main content are classified here:
Archaeology
Cultural history
Folklore studies
History
History of literature
History of medicine
History of science and ideas
History of technology

=== Inclusions
Restoration and preservation of artistic heritage are included here.

=== Exclusions
Study of literature combined with study of a specific language is excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.
Study of classical languages (Latin etc.) is excluded from this detailed field and included in detailed field 0231 'Language acquisition'.
Study of History of art is excluded from this detailed field and included in detailed field 0213 'Fine arts'.
Study of Music and performing arts history is excluded from this detailed field and included in detailed field 0215 'Music and performing arts'.
Study of Economic history/history of economics is excluded from this detailed field and included in detailed field 0311 'Economics'.",
http://data.europa.eu/esco/isced-f/0223,key_656,97e701b3-e8b4-4329-9ac2-ed00a1b32c45,,philosophy and ethics,,"Philosophy and ethics is the study of philosophy, ethics and related subjects dealing with the conception of life.
Programmes and qualifications with the following main content are classified here:
Ethics
Logic
Morals
Philosophy

=== Exclusions
Study of religion is excluded from this detailed field and included in detailed field 0221 'Religion'.
Study of Philosophy of arts is excluded from this detailed field and is included in detailed field 0213 'Fine arts'",
http://data.europa.eu/esco/isced-f/0228,key_657,bedb5a1f-6531-4003-bfe4-fb9cac20f1cf,,inter-disciplinary programmes and qualifications involving humanities,,,
http://data.europa.eu/esco/isced-f/0229,key_658,c126f890-d177-4f4c-a455-48af5a80235a,,humanities (except languages) not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/023,key_659,6a9e256b-ba9d-4305-8c07-f35662c55529,,languages,,,
http://data.europa.eu/esco/isced-f/0230,key_660,148fb66b-3a5a-40a0-b16b-950abcec010b,,languages not further defined,,,
http://data.europa.eu/esco/isced-f/0231,key_661,e9f612b0-a097-44d4-a585-c681df726179,,language acquisition,,"Language acquisition is the study of the structure and composition of languages taught as second or foreign languages (i.e. that are intended for non-native or non-fluent speakers of the language). It includes the study of related cultures, literature, linguistics and phonetics if related to the specific language being acquired and forms part of the same programme or qualification. Classical or dead languages are included here as it is assumed there are no native speakers of the language and hence the manner of teaching and the content of the curriculum are more similar to the teaching of foreign languages.
Programmes and qualifications with the following main content are classified here:
Classical languages
Exogenous languages
Foreign languages
Interpretation
Phonetics
Second languages, for example English as a second language
Sign language
Sign language interpreting
Translation

=== Inclusions:
Language and linguistics studies are included here if the linguistics are related to a specific language or languages being acquired and forming part of the same programme or qualification. Translation and interpretation are included here.

=== Exclusions:
The study of the mother tongue or first language (i.e. that are intended for native, fluent or competent speakers of the language), even if this language is not a national language of the country of study (e.g. programmes for immigrants learning their mother tongue) are excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.",
http://data.europa.eu/esco/isced-f/0232,key_662,d0cd89f5-76f9-46fa-9d05-d0a50e68d544,,literature and linguistics,,"Literature and linguistics is here defined as the study of language(s) intended for native, fluent or competent speakers of the language. It includes the study of related literature and linguistics and may or may not include the structure and composition of the language.
Programmes and qualifications with the following main content are classified here:
Creative writing
First language
Indigenous languages
Linguistics
Literature
'Mother tongue' languages
Native first languages

=== Inclusions
Languages taught as the first language ('mother tongue'), even if the language is not the national language of the country of study (e.g. programmes for immigrants in their home or first language) are included here. Local and regional languages are included here if they are first languages spoken by a significant minority in the country and are intended for at least competent speakers of the language.
Study of comparative literature is included here. Study of general linguistics (not related to the study of a particular language) is included here. Study of literature in general (not combined with study of a special language) is included here.

=== Exclusions
Language programmes are excluded from this detailed field if the language is taught as a foreign or a second language, and are then included in 0231 'Language acquisition'.
Programmes in literacy and numeracy are excluded from this detailed field and included in detailed field 0021 'Literacy and numeracy'.
Sign language programmes are excluded from this detailed field and included in detailed field 0231 'Language acquisition'.",
http://data.europa.eu/esco/isced-f/0239,key_663,73ab4ef4-53eb-499f-8646-f763260cfdab,,languages not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/028,key_664,3ac0dafa-2aa3-41b6-9575-d08759b85e37,,inter-disciplinary programmes and qualifications involving arts and humanities,,,
http://data.europa.eu/esco/isced-f/0288,key_665,0d8c45c9-230a-4ee4-9bc4-db090e5f221d,,inter-disciplinary programmes and qualifications involving arts and humanities,,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to arts and humanities are classified here.,
http://data.europa.eu/esco/isced-f/029,key_666,8d8a94a6-4f75-4aff-98a7-8a7da0e59145,,arts and humanities not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/0299,key_667,d9050d04-ff8c-44b8-b100-87b9074a7c3e,,arts and humanities not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/03,key_668,b64743ba-56a8-4005-82d4-c7e001154c84,,"social sciences, journalism and information",,,
http://data.europa.eu/esco/isced-f/030,key_669,4c7704e7-b754-403b-896e-1919901f557f,,"social sciences, journalism and information not further defined",,,
http://data.europa.eu/esco/isced-f/0300,key_670,82246bb8-2d5d-4231-819d-65a013523858,,"social sciences, journalism and information not further defined",,,
http://data.europa.eu/esco/isced-f/031,key_671,acb4a9e2-3a9c-4856-aaa7-68d38c32d7a4,,social and behavioural sciences,,,
http://data.europa.eu/esco/isced-f/0310,key_672,317a5207-0082-4662-b20f-674e7150b026,,social and behavioural sciences not further defined,,,
http://data.europa.eu/esco/isced-f/0311,key_673,3a6a02d5-39df-453c-a42d-1849afdb03f5,,economics,,"Economics is the study of economic policy, economic theory and economic decisionmaking.
Programmes and qualifications with the following main content are classified here:
Econometrics
Economic history
Economics
Political economics

=== Exclusions
Study of economics where emphasis is given to business studies is excluded from this detailed field and classified under 041 'Business and administration'. Study of home economics is excluded from this detailed field and included in the detailed field 1011 'Domestic services'.",
http://data.europa.eu/esco/isced-f/0312,key_674,64e38f83-5cf7-498b-a14d-b42838394202,,political sciences and civics,,"Political sciences and civics is the study of government and political principles or practice. The study of the rights and duties of the citizens are included here.
Programmes and qualifications with the following main content are classified here:
Civics
Human rights
International relations
Peace and conflict studies
Political history
Political science
Public policy studies

=== Exclusions
Study of political economics is excluded from this detailed field and included in the detailed field 0311 'Economics'.",
http://data.europa.eu/esco/isced-f/0313,key_675,f301fac8-7f28-40c2-86cb-594b47f258db,,psychology,,"Psychology is the study of the human mind and behaviour as a result of individual differences, experience and environment.
Programmes and qualifications with the following main content are classified here:
Cognitive science
Psychoanalysis
Psychology
Psychotherapy",
http://data.europa.eu/esco/isced-f/0314,key_676,e813a331-1daa-4f0d-be33-ad724aa9f1d4,,sociology and cultural studies,,"Sociology and cultural studies is the study of human beings and the way they behave in groups and in relation to society. The study of ethnology and social anthropology are included here, likewise the study of human and social geography.
Programmes and qualifications with the following main content are classified here:
Criminology
Cultural geography
Cultural studies
Demography/population studies
Ethnology
Gender studies
Social anthropology
Sociology

=== Exclusions
Social welfare where emphasis is given to practical social work is excluded from this detailed field and included in detailed field 0923 'Social work and counselling'.
Physical geography is excluded from this detailed field and included in detailed field 0532 'Earth science'.",
http://data.europa.eu/esco/isced-f/0319,key_677,c3926ac5-574a-4bae-aa7b-e870ff7857b1,,social and behavioural sciences not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/032,key_678,8aff78ba-8ac5-40d7-8ee8-7c0a3b560ddb,,journalism and information,,,
http://data.europa.eu/esco/isced-f/0320,key_679,ff4688dd-4f7c-40ba-9f46-bd46f8afd146,,journalism and information not further defined,,,
http://data.europa.eu/esco/isced-f/0321,key_680,02dba9e2-0848-4293-9a20-2cc3b5a0d872,,journalism and reporting,,"Journalism and reporting is the study of the theory and practices of journalism/reporting as part of the field of mass communication. Journalism and reporting is about the wording and content of messages. It comprises news reporting, writing commentaries and feature stories of public interest etc.
Programmes and qualifications with the following main content are classified here:
Broadcast journalism
Editing
Information (wording and content)
Journalism
Mass communication (wording and content)
News reporting

=== Exclusions
Study of techniques for mass communication (e.g. printing and radio/TV production) is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of lay-out and publishing design is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of public relations is excluded from this detailed field and included in detailed field 0414 'Marketing and advertising'.",
http://data.europa.eu/esco/isced-f/0322,key_681,28679124-db7e-4ea6-969a-6210a759874c,,"library, information and archival studies",,"Library, information and archival studies is the study of the methods of selecting, acquiring, organizing and storing collections of information, and facilitating the use of information. Museum and library studies are included here.
Programmes and qualifications with the following main content are classified here:
Archival sciences
Curatorial studies
Documentation
Information science
Library studies
Museum documentation
Museum studies
Museology

=== Exclusions
Restoration and preservation of artistic heritage are excluded from this field and included in field 0222 'History and archaeology'.",
http://data.europa.eu/esco/isced-f/0329,key_682,56260fe4-2779-4056-9c9e-742bd55a8eb1,,journalism and information not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/038,key_683,ad79965e-3b89-4bf8-be43-393873624f51,,"inter-disciplinary programmes and qualifications involving social sciences, journalism and information",,,
http://data.europa.eu/esco/isced-f/0388,key_684,eb7e3825-1cda-415a-a851-52914daa2b0c,,"inter-disciplinary programmes and qualifications involving social sciences, journalism and information",,"Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to social sciences, journalism and information are classified here.",
http://data.europa.eu/esco/isced-f/039,key_685,c4b11aa8-fac5-46f2-a913-2b0f62359cb4,,"social sciences, journalism and information not elsewhere classified",,,
http://data.europa.eu/esco/isced-f/0399,key_686,259a74fe-d42e-4757-9e26-a94d43518522,,"social sciences, journalism and information not elsewhere classified",,,
http://data.europa.eu/esco/isced-f/04,key_687,84774dbd-ae6d-4aa0-8b16-c58e1a98ba01,,"business, administration and law",,,
http://data.europa.eu/esco/isced-f/040,key_688,e06bad40-7eb8-4257-98e3-af9ae23a20c1,,"business, administration and law not further defined",,,
http://data.europa.eu/esco/isced-f/0400,key_689,c7d88303-287d-4fe4-9d9b-d1a3ffd564f2,,"business, administration and law not further defined",,,
http://data.europa.eu/esco/isced-f/041,key_690,8b3a0f34-c6d6-4e47-a64b-341f0f9247e6,,business and administration,,,
http://data.europa.eu/esco/isced-f/0410,key_691,4217456c-be3a-4a1c-b6e1-7c1d364bf4e7,,business and administration not further defined,,,
http://data.europa.eu/esco/isced-f/0411,key_692,ae41f328-3104-494b-bd1d-0b06b615e008,,accounting and taxation,,"Accounting and taxation is the study of maintaining, auditing and recording financial transactions.
Programmes and qualifications with the following main content are classified here:
Accounting
Auditing
Bookkeeping
Tax accounting
Tax management

=== Exclusions
Study of tax laws is excluded from this detailed field and included in detailed field 0421 'Law'.",
http://data.europa.eu/esco/isced-f/0412,key_693,f4d8c0c9-14f6-42c7-a80c-51730aa38691,,"finance, banking and insurance",,"Finance, banking and insurance is the study of planning, directing, organizing and controlling financial activities and services. It includes the control and monitoring of the financial resources of organizations, institutions and individuals, and the provision of financial services at the corporate and individual level.
Programmes and qualifications with the following main content are classified here:
Bank teller studies
Banking and finance
Finance theory
Insurance
Investment analysis
Investments and securities
Pension insurance
Social insurance
Stock-broking

=== Exclusions
Study of actuarial science is excluded from this detailed field and included in detailed field 0542 'Statistics'.",
http://data.europa.eu/esco/isced-f/0413,key_694,a0c8360b-e40e-4383-92cb-6c0ce4fb9e8d,,management and administration,,"Management and administration is the study of planning, directing and operating the functions and activities of organizations and institutions. Programmes in management also including administration, economics, finance etc. are included here if emphasis is given to management and administration.
Programmes and qualifications with the following main content are classified here:
Administration
Educational management
Employment management
Entrepreneurship
Health administration
Logistic management
Management science
Office management
Organizational theory and behaviour
Personnel administration
Personnel management
'Start your own business' courses
Supply change management
Training management

=== Inclusions:
Study of leadership in the context of management is included here.

=== Exclusions:
Training in leadership in the context of personal development is excluded from this detailed field and included in detailed field 0031 'Personal skills'.
Study of administration in the meaning of office work is excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.",
http://data.europa.eu/esco/isced-f/0414,key_695,d4d379fd-fd82-4103-8545-1755c80f4499,,marketing and advertising,,"Marketing and advertising is the study of promoting the exchange processes of goods and services between organizations and/or individuals, and the study of consumer behaviour and requirements. It includes the study of the role of product development, pricing, distribution, promotion and sales in order to maximise business performance.
Programmes and qualifications with the following main content are classified here:
Advertising
Consumer behaviour
Market research
Marketing
Merchandising
Public relations",
http://data.europa.eu/esco/isced-f/0415,key_696,38991a6d-57a5-479c-893c-f31ac368aacb,,secretarial and office work,,"Secretarial and office work is the study of administrative procedures and practices, office technology and clerical, shorthand and keyboard skills. Specialised secretarial programmes (bilingual, medical, law, accounting etc) are included if the programme has secretarial work as its objective, rather than work as specialised assistants.
Programmes and qualifications with the following main content are classified here:
Administrative and secretarial services
Clerical programmes
Data entry
Foreign language secretary programmes
Keyboard skills
Legal secretary programmes
Medical secretary programmes
Operation of office equipment
Receptionist training
Secretarial programmes
Shorthand
Switchboard operating
Typing

=== Inclusions
Broad secretarial programmes comprising among other things computer courses are included here.

=== Exclusions
Separate programmes or qualifications in using a specific computer software are excluded from this detailed field and included under detailed field 0611 'Computer use'.
Office management is excluded from this detailed field and included in detailed field 0413 'Management and administration'.
Hotel receptionist programmes are excluded from this detailed field and included in detailed field 1013 'Hotel, restaurant and catering'.",
http://data.europa.eu/esco/isced-f/0416,key_697,dc2180e7-ae93-49ae-96c7-b3e21a180c78,,wholesale and retail sales,,"Wholesale and retail sales is the study of buying and selling goods and services, including stock management, pricing practices, loss prevention, sales systems and procedures. It includes the study of the workings and current trends of the wholesale and retail industries. Selling of buildings and properties is also included.
Programmes and qualifications with the following main content are classified here:
Auctioneering
Consumer services
Demonstration techniques
Purchasing
Real-estate business
Retailing
Stock-keeping
Ware-housing
Wholesaling

=== Inclusions
Study of buying and selling buildings and properties is included here.",
http://data.europa.eu/esco/isced-f/0417,key_698,e6dd1322-5aea-4e67-9b21-d3e534444f06,,work skills,,"Work skills is the study of the structure and function of working life. It comprises programmes, mainly given as staff training, related to the working place and to work assignments.
Programmes and qualifications with the following main content are classified here:
Clients' needs
Company knowledge
Customer service training
'Introduction to work' courses
Organization at work
Quality assurance
Trade union courses (general)
Work development

=== Inclusions
Staff training related to the work place or work assignments is included here.

=== Exclusions
Training related to the work place or work assignments is excluded from this detailed field if it has more to do with personal development than work development and is included in detailed field 0031 'Personal skills'.
Staff training which can be classified to any other field is excluded from this detailed field and included in the appropriate field (e.g. quality courses should, if technical, be included in the detailed fields under 071 'Engineering and engineering trades'.)
Programmes in work environment should be included in detailed field 1022 'Occupational health and safety'.
Programmes, mostly at tertiary level, dealing with working life in general in terms of the labour market, the social partners, industrial psychology etc. are excluded from this detailed field and included in the detailed fields under 031 'Social and behaviour sciences'.",
http://data.europa.eu/esco/isced-f/0419,key_699,c592b90e-d788-4224-860f-bb781d5fe94a,,business and administration not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/042,key_700,93833897-a5c1-44b4-a5a8-6eb97d0917f3,,law,,,
